,name,production,distributor,artist,st_day,ed_day,score,rank,장르,런타임,성별,활동유형
1934,I`m Fine,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,20904675,16,가요 / 랩/힙합,04:00:00,남성,그룹
1935,1도 없어,플레이엠엔터테인먼트,카카오 M,에이핑크,2018-09-02,2018-09-08,20668101,17,가요 / 댄스,03:19:00,여성,그룹
1936,Forever Young,YG Entertainment,지니뮤직,BLACKPINK,2018-09-02,2018-09-08,19777425,18,가요 / 댄스,03:57:00,여성,그룹
1937,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로,2018-09-02,2018-09-08,19515788,19,가요 / 발라드,04:41:00,남성,솔로
1938,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,18338254,20,가요 / 랩/힙합,04:02:00,남성,그룹
1939,Euphoria,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,18169470,21,가요 / 랩/힙합,03:49:00,남성,그룹
1940,셋 셀테니,YG Entertainment,지니뮤직,승리,2018-09-02,2018-09-08,17984465,22,가요 / 댄스,03:25:00,남성,솔로
1941,동화,"민트페이퍼, 광합성",카카오 M,멜로망스,2018-09-02,2018-09-08,17562160,23,가요 / 인디,03:47:00,남성,듀엣
1942,Love U,MNH Entertainment,Stone Music Entertainment,청하,2018-09-02,2018-09-08,16193233,24,가요 / 댄스,03:11:00,여성,솔로
1943,죽겠다,YG Entertainment,지니뮤직,iKON,2018-09-02,2018-09-08,15950091,25,가요 / 댄스,03:14:00,남성,그룹
1944,주지마,한국방송공사,카카오 M,"로꼬, 화사",2018-09-02,2018-09-08,15788330,26,가요 / 발라드,03:52:00,혼성,프로젝트
1945,사랑을 했다,YG Entertainment,지니뮤직,iKON,2018-09-02,2018-09-08,15671789,27,가요 / 랩/힙합,03:30:00,남성,그룹
1946,너 없인 안 된다,큐브엔터테인먼트,카카오 M,비투비,2018-09-02,2018-09-08,15324935,28,가요 / 발라드,03:47:00,남성,그룹
1947,비,뉴런뮤직,NHN벅스,폴킴,2018-09-02,2018-09-08,14521169,29,가요 / R&B/소울,03:58:00,남성,솔로
1948,미안해,브랜뉴뮤직,카카오 M,양다일,2018-09-02,2018-09-08,14145858,30,가요 / R&B/소울,03:49:00,남성,솔로
1949,You,JTBC,인터파크,멜로망스,2018-09-02,2018-09-08,14099529,31,가요 / 발라드,04:32:00,남성,듀엣
1950,그날처럼,리메즈,카카오 M,장덕철,2018-09-02,2018-09-08,14095658,32,가요 / 발라드,03:53:00,남성,그룹
1951,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,로이킴,2018-09-02,2018-09-08,13773923,33,가요 / 발라드,04:09:00,남성,솔로
1952,Havana,Syco Music/Epic,Sony Music,Camila Cabello,2018-09-02,2018-09-08,13596642,34,POP / 팝,03:37:00,여성,솔로
1953,Answer _ Love Myself,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,13393984,35,가요 / 랩/힙합,04:11:00,남성,그룹
1954,왜 몰랐을까,Stone Music Entertainment,Stone Music Entertainment,로이킴,2018-09-02,2018-09-08,13386093,36,OST / 드라마,03:37:00,남성,솔로
1955,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2018-09-02,2018-09-08,13207775,37,POP / 팝,03:13:00,혼성,밴드
1956,BAAM,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드,2018-09-02,2018-09-08,12990909,38,가요 / 댄스,03:29:00,여성,그룹
1957,밤,쏘스뮤직,카카오 M,여자친구,2018-09-02,2018-09-08,12937087,39,가요 / 댄스,03:47:00,여성,그룹
1958,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2018-09-02,2018-09-08,12748259,40,가요 / 인디,04:21:00,남성,듀엣
1959,See You Again,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,백지영,2018-09-02,2018-09-08,12650016,41,OST / 드라마,03:47:00,여성,솔로
1960,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈,2018-09-02,2018-09-08,12459628,42,가요 / 발라드,05:03:00,남성,솔로
1961,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유,2018-09-02,2018-09-08,12428159,43,가요 / 발라드,04:13:00,여성,솔로
1962,전하지 못한 진심,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,12425986,44,가요 / 발라드,04:02:00,남성,그룹
1963,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2018-09-02,2018-09-08,12146400,45,OST / 드라마,04:39:00,남성,솔로
1964,NOAH,H1GHR MUSIC,Stone Music Entertainment,김하온,2018-09-02,2018-09-08,12136347,46,가요 / 랩/힙합,03:45:00,남성,솔로
1965,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2018-09-02,2018-09-08,12126615,47,POP / 팝,03:54:00,남성,솔로
1966,뿜뿜,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드,2018-09-02,2018-09-08,12068142,48,가요 / 댄스,03:29:00,여성,그룹
1967,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,12065040,49,가요 / 댄스,04:34:00,남성,그룹
1968,별이 빛나는 밤,RBW,카카오 M,마마무,2018-09-02,2018-09-08,12054089,50,가요 / 댄스,03:31:00,여성,그룹
1969,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,11933778,51,가요 / 랩/힙합,03:43:00,남성,그룹
1970,넋두리,닐로엔터테인먼트,퍼플파인 엔터테인먼트,닐로,2018-09-02,2018-09-08,11918137,52,가요 / 발라드,05:07:00,남성,솔로
1971,Epiphany,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,11703424,53,가요 / 랩/힙합,04:00:00,남성,그룹
1972,여름여름해,쏘스뮤직,카카오 M,여자친구,2018-09-02,2018-09-08,11494028,54,가요 / 댄스,03:19:00,여성,그룹
1973,What is Love?,JYP Entertainment,Dreamus,TWICE,2018-09-02,2018-09-08,11385810,55,가요 / 댄스,03:28:00,여성,그룹
1974,LATATA,큐브엔터테인먼트,카카오 M,(여자)아이들,2018-09-02,2018-09-08,11253664,56,가요 / 댄스,03:23:00,여성,그룹
1975,Roller Coaster,MNH Entertainment,Stone Music Entertainment,청하,2018-09-02,2018-09-08,11172120,57,가요 / 댄스,03:33:00,여성,솔로
1976,소나기,어라운드 어스,카카오 M,용준형,2018-09-02,2018-09-08,11101009,58,가요 / 랩/힙합,03:25:00,남성,솔로
1977,Trivia 轉 _ Seesaw,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,10604399,59,가요 / 랩/힙합,04:06:00,남성,그룹
1978,붕붕,Stone Music Entertainment,Stone Music Entertainment,김하온,2018-09-02,2018-09-08,10147082,60,가요 / 랩/힙합,03:55:00,남성,솔로
1979,좋은 날,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,멜로망스,2018-09-02,2018-09-08,10145387,61,OST / 드라마,05:30:00,남성,듀엣
1980,비도 오고 그래서,Stone Music Entertainment,Stone Music Entertainment,헤이즈,2018-09-02,2018-09-08,10052192,62,가요 / 랩/힙합,03:25:00,여성,솔로
1981,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2018-09-02,2018-09-08,10039569,63,POP / 락,03:07:00,남성,그룹
1982,빙글뱅글,FNC엔터테인먼트,카카오 M,AOA,2018-09-02,2018-09-08,9956586,64,가요 / 댄스,03:42:00,여성,그룹
1983,그리워하다,큐브엔터테인먼트,카카오 M,비투비,2018-09-02,2018-09-08,9784874,65,가요 / 발라드,03:57:00,남성,그룹
1984,Rumor,Stone Music Entertainment,Stone Music Entertainment,국.슈,2018-09-02,2018-09-08,9717278,66,가요 / 댄스,03:17:00,여성,그룹
1985,Trivia 起 _ Just Dance,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,9712309,67,가요 / 랩/힙합,03:45:00,남성,그룹
1986,Youth,Universal Music,Universal Music,Troye Sivan,2018-09-02,2018-09-08,9426204,68,POP / 팝,03:05:00,남성,솔로
1987,A-TEEN,PLAYLIST,카카오 M,세븐틴,2018-09-02,2018-09-08,9381101,69,OST / 드라마,03:16:00,남성,그룹
1988,빨간 맛,SM Entertainment,Dreamus,레드벨벳,2018-09-02,2018-09-08,9159570,70,가요 / 댄스,03:11:00,여성,그룹
1989,꽃 길,YG Entertainment,지니뮤직,빅뱅,2018-09-02,2018-09-08,9117354,71,가요 / 트로트,03:18:00,여성,솔로
1990,Anpanman,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,8886175,72,가요 / 랩/힙합,03:53:00,남성,그룹
1991,We Go Up,SM Entertainment,Dreamus,NCT DREAM,2018-09-02,2018-09-08,8775287,73,가요 / 랩/힙합,03:03:00,남성,그룹
1992,Trivia 承 _ Love,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,8660777,74,가요 / 랩/힙합,03:46:00,남성,그룹
1993,이 별,뮤직웍스,지니뮤직,길구봉구,2018-09-02,2018-09-08,8592831,75,가요 / 발라드,03:58:00,남성,그룹
1994,마지막처럼,YG Entertainment,지니뮤직,BLACKPINK,2018-09-02,2018-09-08,8367759,76,가요 / 댄스,03:33:00,여성,그룹
1995,Chandelier,Monkey Puzzle Records,Sony Music,Sia,2018-09-02,2018-09-08,8166666,77,POP / 팝,03:36:00,여성,솔로
1996,flex,"인디고뮤직, 딩고뮤직",카카오 M,"기리보이, Kid Milli, NO:EL, 스윙스",2018-09-02,2018-09-08,8130862,78,가요 / 랩/힙합,03:46:00,남성,프로젝트
1997,장마,RBW,카카오 M,마마무,2018-09-02,2018-09-08,7902134,79,가요 / R&B/소울,03:42:00,여성,그룹
1998,에너제틱,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One,2018-09-02,2018-09-08,7806806,80,가요 / 댄스,03:09:00,남성,그룹
1999,좋니,미스틱스토리,카카오 M,윤종신,2018-09-02,2018-09-08,7750093,81,가요 / 발라드,05:28:00,남성,솔로
2000,Universe,SM Entertainment,Dreamus,EXO,2018-09-02,2018-09-08,7686775,82,가요 / 발라드,04:24:00,남성,그룹
2001,어쩌나,플레디스,카카오 M,세븐틴,2018-09-02,2018-09-08,7633409,83,가요 / 댄스,03:15:00,남성,그룹
2002,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,에일리,2018-09-02,2018-09-08,7469914,84,OST / 드라마,03:50:00,여성,솔로
2003,Kiss Me Like That,신화컴퍼니,뮤직앤뉴,신화,2018-09-02,2018-09-08,7327580,85,가요 / 댄스,03:17:00,남성,그룹
2004,Airplane pt.2,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-02,2018-09-08,7212548,86,가요 / 전체,03:39:00,남성,그룹
2005,켜줘,"SWING Entertainment, Stone Music Entertainment",Stone Music Entertainment,Wanna One,2018-09-02,2018-09-08,6910482,87,가요 / 댄스,03:30:00,남성,그룹
2006,캥거루,"SWING Entertainment, Stone Music Entertainment",Stone Music Entertainment,Wanna One,2018-09-02,2018-09-08,6731590,88,가요 / 댄스,03:43:00,남성,그룹
2007,스무살이 왜이리 능글맞아,로맨틱팩토리,카카오 M,오반,2018-09-02,2018-09-08,6695737,89,가요 / 랩/힙합,03:49:00,남성,솔로
2008,Dejavu,플레디스,Stone Music Entertainment,뉴이스트 W,2018-09-02,2018-09-08,6624515,90,가요 / 댄스,03:20:00,남성,그룹
2009,마치 우린 없었던 사이,Stone Music Entertainment,Stone Music Entertainment,다비치,2018-09-02,2018-09-08,6438405,91,가요 / 발라드,03:52:00,여성,듀엣
2010,너만 괜찮다면,울림 엔터테인먼트,카카오 M,남우현,2018-09-02,2018-09-08,6352786,92,가요 / 발라드,04:28:00,남성,솔로
2011,Cereal,아메바컬쳐,Stone Music Entertainment,크러쉬,2018-09-02,2018-09-08,6319005,93,가요 / R&B/소울,03:38:00,남성,솔로
2012,EVERYDAY,YG Entertainment,지니뮤직,WINNER,2018-09-02,2018-09-08,6278392,94,가요 / 랩/힙합,03:26:00,남성,그룹
2013,Beautiful,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One,2018-09-02,2018-09-08,6227819,95,가요 / 발라드,03:17:00,남성,그룹
2014,시차,AOMG,Stone Music Entertainment,우원재,2018-09-02,2018-09-08,6207806,96,가요 / 랩/힙합,03:16:00,남성,솔로
2015,all of my life,메이크어스엔터테인먼트,카카오 M,박원,2018-09-02,2018-09-08,6107504,97,가요 / 발라드,04:09:00,남성,솔로
2016,BOOMERANG,"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,Wanna One,2018-09-02,2018-09-08,6050534,98,가요 / 댄스,03:04:00,남성,그룹
2017,밤이 되니까,냠냠엔터테인먼트,Stone Music Entertainment,펀치,2018-09-02,2018-09-08,5987867,99,가요 / R&B/소울,03:26:00,여성,솔로
2018,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2018-09-02,2018-09-08,5909069,100,POP / 팝,03:20:00,남성,솔로
2019,사이렌,메이크어스엔터테인먼트,카카오 M,선미,2018-09-09,2018-09-15,54104553,1,가요 / 댄스,03:19:00,여성,솔로
2020,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀,2018-09-09,2018-09-15,39393073,2,가요 / 일렉트로니카,03:34:00,남성,솔로
2021,헤어지는 중,냠냠엔터테인먼트,카카오 M,펀치,2018-09-09,2018-09-15,35423765,3,가요 / R&B/소울,03:43:00,여성,솔로
2022,"모든 날, 모든 순간",SM Entertainment,Dreamus,폴킴,2018-09-09,2018-09-15,33259303,4,OST / 드라마,03:31:00,남성,솔로
2023,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-09,2018-09-15,33145528,5,가요 / 랩/힙합,03:43:00,남성,그룹
2024,열애중,메이저나인,지니뮤직,벤,2018-09-09,2018-09-15,28240046,6,가요 / 발라드,04:31:00,여성,솔로
2025,몰랐니,SM Entertainment,Dreamus,소녀시대-Oh!GG,2018-09-09,2018-09-15,28181946,7,가요 / 댄스,03:10:00,여성,그룹
2026,Power Up,SM Entertainment,Dreamus,레드벨벳,2018-09-09,2018-09-15,28015383,8,가요 / 댄스,03:22:00,여성,그룹
2027,뚜두뚜두,YG Entertainment,지니뮤직,BLACKPINK,2018-09-09,2018-09-15,27785615,9,가요 / 댄스,03:29:00,여성,그룹
2028,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2018-09-09,2018-09-15,26010666,10,가요 / 댄스,03:01:00,여성,그룹
2029,한,큐브엔터테인먼트,카카오 M,(여자)아이들,2018-09-09,2018-09-15,23533618,11,가요 / 댄스,03:26:00,여성,그룹
2030,너나 해,RBW,카카오 M,마마무,2018-09-09,2018-09-15,22704758,12,가요 / 댄스,03:16:00,여성,그룹
2031,매트리스,매직스트로베리사운드,카카오 M,10cm,2018-09-09,2018-09-15,21273418,13,가요 / 인디,02:51:00,남성,솔로
2032,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2018-09-09,2018-09-15,21185122,14,가요 / 인디,03:41:00,여성,솔로
2033,SoulMate,세븐시즌스,Sony Music,지코,2018-09-09,2018-09-15,20996508,15,가요 / R&B/소울,03:39:00,남성,솔로
2034,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로,2018-09-09,2018-09-15,19571818,16,가요 / 발라드,04:41:00,남성,솔로
2035,1도 없어,플레이엠엔터테인먼트,카카오 M,에이핑크,2018-09-09,2018-09-15,19109324,17,가요 / 댄스,03:19:00,여성,그룹
2036,I`m Fine,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-09,2018-09-15,18639387,18,가요 / 랩/힙합,04:00:00,남성,그룹
2037,NOAH,H1GHR MUSIC,Stone Music Entertainment,김하온,2018-09-09,2018-09-15,18592538,19,가요 / 랩/힙합,03:45:00,남성,솔로
2038,Forever Young,YG Entertainment,지니뮤직,BLACKPINK,2018-09-09,2018-09-15,18323498,20,가요 / 댄스,03:57:00,여성,그룹
2039,셋 셀테니,YG Entertainment,지니뮤직,승리,2018-09-09,2018-09-15,17553541,21,가요 / 댄스,03:25:00,남성,솔로
2040,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-09,2018-09-15,17485223,22,가요 / 랩/힙합,04:02:00,남성,그룹
2041,동화,"민트페이퍼, 광합성",카카오 M,멜로망스,2018-09-09,2018-09-15,17106921,23,가요 / 인디,03:47:00,남성,듀엣
2042,YOUNG,SM Entertainment,Dreamus,백현,2018-09-09,2018-09-15,16957654,24,가요 / R&B/소울,03:50:00,남성,프로젝트
2043,잘 지내요,씨그널엔터테인먼트그룹,지니뮤직,정승환,2018-09-09,2018-09-15,16530052,25,OST / 드라마,03:48:00,남성,솔로
2044,Euphoria,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-09,2018-09-15,15642758,26,가요 / 랩/힙합,03:49:00,남성,그룹
2045,주지마,한국방송공사,카카오 M,"로꼬, 화사",2018-09-09,2018-09-15,15278266,27,가요 / 발라드,03:52:00,혼성,프로젝트
2046,사랑을 했다,YG Entertainment,지니뮤직,iKON,2018-09-09,2018-09-15,15257865,28,가요 / 랩/힙합,03:30:00,남성,그룹
2047,죽겠다,YG Entertainment,지니뮤직,iKON,2018-09-09,2018-09-15,15120965,29,가요 / 댄스,03:14:00,남성,그룹
2048,Love U,MNH Entertainment,Stone Music Entertainment,청하,2018-09-09,2018-09-15,14908645,30,가요 / 댄스,03:11:00,여성,솔로
2049,미안해,브랜뉴뮤직,카카오 M,양다일,2018-09-09,2018-09-15,14418180,31,가요 / R&B/소울,03:49:00,남성,솔로
2050,비,뉴런뮤직,NHN벅스,폴킴,2018-09-09,2018-09-15,14364616,32,가요 / R&B/소울,03:58:00,남성,솔로
2051,너 없인 안 된다,큐브엔터테인먼트,카카오 M,비투비,2018-09-09,2018-09-15,14342151,33,가요 / 발라드,03:47:00,남성,그룹
2052,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",Stone Music Entertainment,로이킴,2018-09-09,2018-09-15,13983249,34,가요 / 발라드,04:09:00,남성,솔로
2053,그날처럼,리메즈,카카오 M,장덕철,2018-09-09,2018-09-15,13889659,35,가요 / 발라드,03:53:00,남성,그룹
2054,불꽃놀이,WM엔터테인먼트,카카오 M,오마이걸,2018-09-09,2018-09-15,13772579,36,가요 / 댄스,03:15:00,여성,그룹
2055,You,JTBC,인터파크,멜로망스,2018-09-09,2018-09-15,13740946,37,가요 / 발라드,04:32:00,남성,듀엣
2056,Havana,Syco Music/Epic,Sony Music,Camila Cabello,2018-09-09,2018-09-15,13173112,38,POP / 팝,03:37:00,여성,솔로
2057,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈,2018-09-09,2018-09-15,13114502,39,가요 / 발라드,05:03:00,남성,솔로
2058,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유,2018-09-09,2018-09-15,13020932,40,가요 / 발라드,04:13:00,여성,솔로
2059,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2018-09-09,2018-09-15,12923329,41,POP / 팝,03:13:00,혼성,밴드
2060,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2018-09-09,2018-09-15,12745580,42,가요 / 인디,04:21:00,남성,듀엣
2061,왜 몰랐을까,Stone Music Entertainment,Stone Music Entertainment,로이킴,2018-09-09,2018-09-15,12581396,43,OST / 드라마,03:37:00,남성,솔로
2062,밤,쏘스뮤직,카카오 M,여자친구,2018-09-09,2018-09-15,12264086,44,가요 / 댄스,03:47:00,여성,그룹
2063,전하지 못한 진심,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-09,2018-09-15,12023226,45,가요 / 발라드,04:02:00,남성,그룹
2064,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2018-09-09,2018-09-15,12001236,46,OST / 드라마,04:39:00,남성,솔로
2065,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2018-09-09,2018-09-15,11973595,47,POP / 팝,03:54:00,남성,솔로
2066,넋두리,닐로엔터테인먼트,퍼플파인 엔터테인먼트,닐로,2018-09-09,2018-09-15,11948295,48,가요 / 발라드,05:07:00,남성,솔로
2067,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-09,2018-09-15,11884965,49,가요 / 댄스,04:34:00,남성,그룹
2068,BAAM,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드,2018-09-09,2018-09-15,11768687,50,가요 / 댄스,03:29:00,여성,그룹
2069,Answer _ Love Myself,빅히트 엔터테인먼트,Dreamus,방탄소년단,2018-09-09,2018-09-15,11637671,51,가요 / 랩/힙합,04:11:00,남성,그룹
2070,별이 빛나는 밤,RBW,카카오 M,마마무,2018-09-09,2018-09-15,11553969,52,가요 / 댄스,03:31:00,여성,그룹
