,name,production,distributor,artist,st_day,ed_day,score,rank,장르,런타임,성별,활동유형
10361,Prince Ali,"Disney Enterprises,Inc.",Universal Music,Will Smith,2019-08-18,2019-08-24,4457068,125,OST / 해외영화,03:30:00,남성,솔로
10362,Attention,Artist Partners,Warner Music,Charlie Puth,2019-08-18,2019-08-24,4364465,126,POP / 팝,03:32:00,남성,솔로
10363,SOLO,YG Entertainment,YG PLUS,제니,2019-08-18,2019-08-24,4342234,127,가요 / 랩/힙합,02:50:00,여성,솔로
10364,RUN,EGO기획,카카오 M,"그리즐리, 청하",2019-08-18,2019-08-24,4286146,128,가요 / 인디,02:57:00,혼성,프로젝트
10365,flex,"인디고뮤직, 딩고뮤직",카카오 M,"기리보이, Kid Milli, NO:EL, 스윙스",2019-08-18,2019-08-24,4263480,129,가요 / 랩/힙합,03:46:00,남성,프로젝트
10366,Good Day,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피",2019-08-18,2019-08-24,4213584,130,가요 / 랩/힙합,04:27:00,남성,프로젝트
10367,Havana,Syco Music/Epic,Sony Music,Camila Cabello,2019-08-18,2019-08-24,4213250,131,POP / 팝,03:37:00,여성,솔로
10368,Arabian Nights,"Disney Enterprises,Inc.",Universal Music,Will Smith,2019-08-18,2019-08-24,4207421,132,OST / 해외영화,03:13:00,남성,솔로
10369,이뻐이뻐,Stone Music Entertainment,지니뮤직,크레파스,2019-08-18,2019-08-24,4169789,133,가요 / 댄스,03:33:00,남성,그룹
10370,취하고 싶다,678 MUSIC,뮤직파운드,황인욱,2019-08-18,2019-08-24,4148115,134,가요 / 발라드,03:44:00,남성,솔로
10371,All Falls Down,MER Musikk,Sony Music,Alan Walker,2019-08-18,2019-08-24,4108055,135,POP / 일렉트로니카,03:19:00,남성,솔로
10372,On My Way,MER Recordings,Sony Music,"Alan Walker, Sabrina Carpenter, Farruko",2019-08-18,2019-08-24,4091890,136,POP / 일렉트로니카,03:14:00,남성,프로젝트
10373,뚜두뚜두,YG Entertainment,YG PLUS,BLACKPINK,2019-08-18,2019-08-24,4069702,137,가요 / 댄스,03:29:00,여성,그룹
10374,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019-08-18,2019-08-24,4062778,138,가요 / 발라드,04:22:00,남성,그룹
10375,다섯 번째 계절,WM엔터테인먼트,카카오 M,오마이걸,2019-08-18,2019-08-24,4043146,139,가요 / 댄스,04:00:00,여성,그룹
10376,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019-08-18,2019-08-24,4042271,140,가요 / 인디,04:21:00,남성,듀엣
10377,뜨거운 여름밤은 가고 남은 건 볼품없지만,페포니 뮤직,카카오 M,잔나비,2019-08-18,2019-08-24,4037781,141,가요 / 발라드,04:03:00,남성,밴드
10378,Summer Days,Epic Amsterdam,Sony Music,Martin Garrix,2019-08-18,2019-08-24,4001464,142,POP / 일렉트로니카,04:15:00,남성,솔로
10379,술이 달다,OURS Co.,카카오 M,에픽하이,2019-08-18,2019-08-24,3948715,143,가요 / 랩/힙합,04:11:00,남성,그룹
10380,너도 그냥 날 놓아주면 돼,센토엔터테인먼트,지니뮤직,윤건,2019-08-18,2019-08-24,3942383,144,가요 / 발라드,04:09:00,남성,솔로
10381,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019-08-18,2019-08-24,3924074,145,가요 / 발라드,04:03:00,남성,솔로
10382,BOOM,SM Entertainment,Dreamus,NCT DREAM,2019-08-18,2019-08-24,3910747,146,가요 / 댄스,03:15:00,남성,그룹
10383,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019-08-18,2019-08-24,3909992,147,가요 / 락,03:11:00,여성,그룹
10384,가을 타나 봐,메이저나인,지니뮤직,바이브,2019-08-18,2019-08-24,3857681,148,가요 / 발라드,03:52:00,남성,그룹
10385,고고베베,RBW,카카오 M,마마무,2019-08-18,2019-08-24,3839156,149,가요 / 댄스,03:16:00,여성,그룹
10386,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019-08-18,2019-08-24,3822804,150,POP / 락,03:07:00,남성,그룹
10387,What a life,SM Entertainment,Dreamus,세훈&찬열,2019-08-18,2019-08-24,3818092,151,가요 / 랩/힙합,03:24:00,남성,그룹
10388,Roller Coaster,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019-08-18,2019-08-24,3766489,152,가요 / 댄스,03:33:00,여성,솔로
10389,흔한 이별,플레이엠엔터테인먼트,카카오 M,허각,2019-08-18,2019-08-24,3761932,153,가요 / 발라드,04:12:00,남성,솔로
10390,움직여,Stone Music Entertainment,지니뮤직,SIXC,2019-08-18,2019-08-24,3751900,154,가요 / 댄스,03:05:00,남성,그룹
10391,빨간 맛,SM Entertainment,Dreamus,레드벨벳,2019-08-18,2019-08-24,3741287,155,가요 / 댄스,03:11:00,여성,그룹
10392,파티피플,린치핀뮤직,카카오 M,기리보이,2019-08-18,2019-08-24,3725542,156,가요 / 랩/힙합,03:22:00,남성,솔로
10393,아낙네,YG Entertainment,YG PLUS,송민호,2019-08-18,2019-08-24,3718240,157,가요 / 랩/힙합,03:28:00,남성,솔로
10394,눈,Stone Music Entertainment,지니뮤직,강현준,2019-08-18,2019-08-24,3672546,158,가요 / 전체,03:25:00,혼성,그룹
10395,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2019-08-18,2019-08-24,3659638,159,POP / 팝,03:13:00,혼성,밴드
10396,어쩌나,플레디스,카카오 M,세븐틴,2019-08-18,2019-08-24,3640438,160,가요 / 댄스,03:15:00,남성,그룹
10397,Home,플레디스,카카오 M,세븐틴,2019-08-18,2019-08-24,3597058,161,가요 / R&B/소울,03:24:00,남성,그룹
10398,Goodbyes,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Post Malone,2019-08-18,2019-08-24,3571116,162,POP / 랩/힙합,02:55:00,남성,솔로
10399,i`m so tired...,뮤직테이블,NHN벅스,"Lauv, Troye Sivan",2019-08-18,2019-08-24,3560575,163,POP / 팝,02:43:00,남성,프로젝트
10400,I HOPE,KONNECT ENTERTAINMENT,Sony Music,강다니엘,2019-08-18,2019-08-24,3559759,164,가요 / R&B/소울,03:07:00,남성,솔로
10401,비도 오고 그래서,Stone Music Entertainment,지니뮤직,헤이즈,2019-08-18,2019-08-24,3508582,165,가요 / 랩/힙합,03:25:00,여성,솔로
10402,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019-08-18,2019-08-24,3505528,166,POP / 팝,03:20:00,남성,솔로
10403,Closer,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019-08-18,2019-08-24,3485308,167,POP / 팝,04:06:00,남성,듀엣
10404,Blue,아메바컬쳐,"지니뮤직, Stone Music Entertainment",다이나믹 듀오,2019-08-18,2019-08-24,3460791,168,가요 / 랩/힙합,04:18:00,남성,그룹
10405,카풀,SM Entertainment,Dreamus,레드벨벳,2019-08-18,2019-08-24,3455507,169,가요 / 댄스,03:27:00,여성,그룹
10406,안녕하세요,스윙엔터테인먼트,"지니뮤직, Stone Music Entertainment",김재환,2019-08-18,2019-08-24,3435148,170,가요 / 발라드,03:53:00,남성,솔로
10407,미안해,브랜뉴뮤직,카카오 M,양다일,2019-08-18,2019-08-24,3408618,171,가요 / R&B/소울,03:49:00,남성,솔로
10408,The Ocean,DF Records,Sony Music,Mike Perry,2019-08-18,2019-08-24,3360193,172,POP / 일렉트로니카,03:03:00,남성,솔로
10409,있어 희미하게,SM Entertainment,Dreamus,세훈&찬열,2019-08-18,2019-08-24,3359464,173,가요 / 랩/힙합,03:19:00,남성,그룹
10410,비가 오잖아,"스타쉽엔터테인먼트, 로맨틱팩토리",카카오 M,소유,2019-08-18,2019-08-24,3349161,174,가요 / R&B/소울,03:44:00,혼성,프로젝트
10411,Color,KONNECT ENTERTAINMENT,Sony Music,강다니엘,2019-08-18,2019-08-24,3328598,175,가요 / R&B/소울,02:57:00,남성,솔로
10412,Sunflower,Universal Music,Universal Music,Post Malone & Swae Lee,2019-08-18,2019-08-24,3327797,176,OST / 애니메이션/게임,02:38:00,남성,프로젝트
10413,Faded,MER Musikk,Sony Music,Alan Walker,2019-08-18,2019-08-24,3273146,177,POP / 일렉트로니카,03:33:00,남성,솔로
10414,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019-08-18,2019-08-24,3223633,178,POP / 팝,03:54:00,남성,솔로
10415,Idontwannabeyouanymore,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019-08-18,2019-08-24,3178396,179,POP / 락,03:24:00,여성,솔로
10416,허물,로맨틱팩토리,카카오 M,빈첸,2019-08-18,2019-08-24,3170490,180,가요 / 인디,04:07:00,남성,솔로
10417,We Don`t Talk Anymore,Artist Partners,Warner Music,Charlie Puth,2019-08-18,2019-08-24,3169536,181,POP / 팝,03:38:00,남성,솔로
10418,친구로 지내자면서,678 MUSIC,뮤직파운드,황인욱,2019-08-18,2019-08-24,3160453,182,가요 / 발라드,03:55:00,남성,솔로
10419,Sucker,Jonas Brothers Recording,Universal Music,Jonas Brothers,2019-08-18,2019-08-24,3144626,183,POP / 팝,03:01:00,남성,그룹
10420,그날처럼,리메즈,카카오 M,장덕철,2019-08-18,2019-08-24,3131301,184,가요 / 발라드,03:53:00,남성,그룹
10421,Power Up,SM Entertainment,Dreamus,레드벨벳,2019-08-18,2019-08-24,3091401,185,가요 / 댄스,03:22:00,여성,그룹
10422,Horizon,KONNECT ENTERTAINMENT,Sony Music,강다니엘,2019-08-18,2019-08-24,3084295,186,가요 / R&B/소울,02:36:00,남성,솔로
10423,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-18,2019-08-24,3059480,187,가요 / 랩/힙합,04:02:00,남성,그룹
10424,Something Just Like This,"Disruptor Records, Columbia",Sony Music,"The Chainsmokers, Coldplay",2019-08-18,2019-08-24,3018307,188,POP / 팝,04:07:00,남성,프로젝트
10425,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들...,페포니 뮤직,지니뮤직,잔나비,2019-08-18,2019-08-24,3009952,189,가요 / 인디,03:22:00,남성,밴드
10426,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈,2019-08-18,2019-08-24,2969257,190,가요 / 발라드,05:03:00,남성,솔로
10427,Sugar,Interscope Records,Universal Music,Maroon 5,2019-08-18,2019-08-24,2962199,191,POP / 락,03:56:00,남성,밴드
10428,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-18,2019-08-24,2962095,192,가요 / 랩/힙합,03:43:00,남성,그룹
10429,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",에일리,2019-08-18,2019-08-24,2958754,193,OST / 드라마,03:50:00,여성,솔로
10430,Someone Like You,XL Recordings,강앤뮤직,Adele,2019-08-18,2019-08-24,2863667,194,POP / R&B/소울,04:46:00,여성,솔로
10431,MILLIONS,YG Entertainment,YG PLUS,WINNER,2019-08-18,2019-08-24,2848593,195,가요 / 댄스,03:28:00,남성,그룹
10432,타투,모노트리,카카오 M,적재,2019-08-18,2019-08-24,2800066,196,가요 / 인디,03:09:00,남성,솔로
10433,Forever Young,YG Entertainment,YG PLUS,BLACKPINK,2019-08-18,2019-08-24,2793630,197,가요 / 댄스,03:57:00,여성,그룹
10434,너에 대한 모든 것,하얀달엔터테인먼트,카카오 M,로코베리,2019-08-18,2019-08-24,2788768,198,가요 / 락,03:27:00,혼성,듀엣
10435,Love Is The Way,SM Entertainment,Dreamus,레드벨벳,2019-08-18,2019-08-24,2767497,199,가요 / R&B/소울,03:32:00,여성,그룹
10436,Selfmade Orange,Ambition Musik,"지니뮤직, Stone Music Entertainment",창모,2019-08-18,2019-08-24,2758945,200,가요 / 랩/힙합,03:52:00,남성,솔로
10437,안녕,냠냠엔터테인먼트,카카오 M,폴킴,2019-08-25,2019-08-31,47791185,1,OST / 드라마,03:45:00,남성,솔로
10438,기억해줘요 내 모든 날과 그때를,냠냠엔터테인먼트,카카오 M,거미,2019-08-25,2019-08-31,42780189,2,OST / 드라마,03:49:00,여성,솔로
10439,Done For Me,냠냠엔터테인먼트,카카오 M,펀치,2019-08-25,2019-08-31,37088463,3,OST / 드라마,03:52:00,여성,솔로
10440,오늘도 빛나는 너에게,MAKTUB Company,Warner Music,마크툽,2019-08-25,2019-08-31,35555676,4,가요 / 인디,04:26:00,남성,솔로
10441,그대라는 시,냠냠엔터테인먼트,카카오 M,태연,2019-08-25,2019-08-31,34826883,5,OST / 드라마,03:30:00,여성,솔로
10442,내 목소리 들리니,냠냠엔터테인먼트,카카오 M,벤,2019-08-25,2019-08-31,29357352,6,OST / 드라마,04:32:00,여성,솔로
10443,니 소식,더하기미디어,카카오 M,송하예,2019-08-25,2019-08-31,28812469,7,가요 / 발라드,04:00:00,여성,솔로
10444,날라리,메이크어스엔터테인먼트,카카오 M,선미,2019-08-25,2019-08-31,28624844,8,가요 / 댄스,02:55:00,여성,솔로
10445,술이 문제야,젤리피쉬 엔터테인먼트,"지니뮤직, Stone Music Entertainment","장혜진, 윤민수",2019-08-25,2019-08-31,27954659,9,가요 / 발라드,04:07:00,혼성,프로젝트
10446,포장마차,How엔터테인먼트,NHN벅스,황인욱,2019-08-25,2019-08-31,26953712,10,가요 / 발라드,03:54:00,남성,솔로
10447,나빠,피네이션,Dreamus,크러쉬,2019-08-25,2019-08-31,26888612,11,가요 / R&B/소울,03:14:00,남성,솔로
10448,내 맘을 볼 수 있나요,냠냠엔터테인먼트,카카오 M,헤이즈,2019-08-25,2019-08-31,26124588,12,OST / 드라마,03:46:00,여성,솔로
10449,시든 꽃에 물을 주듯,엔터테인먼트뉴오더,카카오 M,HYNN,2019-08-25,2019-08-31,25071840,13,가요 / 발라드,03:19:00,여성,솔로
10450,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019-08-25,2019-08-31,24804319,14,POP / 팝,03:07:00,여성,솔로
10451,헤어져줘서 고마워,메이저나인,지니뮤직,벤,2019-08-25,2019-08-31,23856881,15,가요 / 발라드,04:14:00,여성,솔로
10452,나의 어깨에 기대어요,냠냠엔터테인먼트,카카오 M,10cm,2019-08-25,2019-08-31,23127959,16,OST / 드라마,03:31:00,남성,솔로
10453,사랑에 연습이 있었다면,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019-08-25,2019-08-31,22519580,17,가요 / 발라드,04:16:00,남성,솔로
10454,음파음파,SM Entertainment,Dreamus,레드벨벳,2019-08-25,2019-08-31,21643639,18,가요 / 댄스,03:40:00,여성,그룹
10455,ICY,JYP Entertainment,Dreamus,ITZY,2019-08-25,2019-08-31,21287775,19,가요 / 댄스,03:11:00,여성,그룹
10456,bad guy,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019-08-25,2019-08-31,21113666,20,POP / 락,03:14:00,여성,솔로
10457,Senorita,"Island Records, a division of UMG Recordings, Inc.",Universal Music,"Shawn Mendes, Camila Cabello",2019-08-25,2019-08-31,19282391,21,POP / 팝,03:11:00,혼성,프로젝트
10458,Another Day,냠냠엔터테인먼트,카카오 M,먼데이 키즈,2019-08-25,2019-08-31,18679051,22,OST / 드라마,03:38:00,혼성,프로젝트
10459,작은 것들을 위한 시,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-25,2019-08-31,18519603,23,가요 / 랩/힙합,03:50:00,남성,그룹
10460,Speechless,"Disney Enterprises,Inc.",Universal Music,Naomi Scott,2019-08-25,2019-08-31,18129974,24,OST / 해외영화,03:29:00,여성,솔로
10461,솔직하게 말해서 나,네버랜드엔터테인먼트,카카오 M,김나영,2019-08-25,2019-08-31,17972143,25,가요 / 발라드,03:21:00,여성,솔로
10462,FLASH,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1,2019-08-25,2019-08-31,17873198,26,가요 / 댄스,03:31:00,남성,그룹
10463,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,"Stone Music Entertainment, 삼화네트웍스","지니뮤직, Stone Music Entertainment",장범준,2019-08-25,2019-08-31,17447042,27,OST / 드라마,02:49:00,남성,솔로
10464,사랑이 식었다고 말해도 돼,먼데이키즈 컴퍼니,카카오 M,먼데이 키즈,2019-08-25,2019-08-31,17119336,28,가요 / 발라드,03:41:00,남성,솔로
10465,Snapping,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019-08-25,2019-08-31,16618899,29,가요 / 댄스,03:33:00,여성,솔로
10466,인사,"민트페이퍼, 광합성",카카오 M,멜로망스,2019-08-25,2019-08-31,16522737,30,가요 / 발라드,03:41:00,남성,듀엣
10467,"모든 날, 모든 순간",SM Entertainment,Dreamus,폴킴,2019-08-25,2019-08-31,16277428,31,OST / 드라마,03:31:00,남성,솔로
10468,너에게 못했던 내 마지막 말은,Stone Music Entertainment,지니뮤직,다비치,2019-08-25,2019-08-31,16232082,32,가요 / 발라드,04:28:00,여성,듀엣
10469,그 끝에 그대,냠냠엔터테인먼트,카카오 M,청하,2019-08-25,2019-08-31,15691863,33,OST / 드라마,03:44:00,여성,솔로
10470,벗,리메즈,Universal Music,닐로,2019-08-25,2019-08-31,15102771,34,가요 / 발라드,04:30:00,남성,솔로
10471,BAND,앰비션뮤직,"지니뮤직, Stone Music Entertainment","창모, Hash Swan, ASH ISLAND, 김효은",2019-08-25,2019-08-31,14947627,35,가요 / 랩/힙합,04:06:00,남성,프로젝트
10472,Say Goodbye,냠냠엔터테인먼트,카카오 M,송하예,2019-08-25,2019-08-31,14898792,36,OST / 드라마,03:06:00,여성,솔로
10473,담아,Stone Music Entertainment,지니뮤직,스윙스,2019-08-25,2019-08-31,14456820,37,가요 / 랩/힙합,04:28:00,남성,프로젝트
10474,사계,SM Entertainment,Dreamus,태연,2019-08-25,2019-08-31,14279476,38,가요 / 발라드,03:08:00,여성,솔로
10475,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시,2019-08-25,2019-08-31,13625515,39,가요 / 발라드,03:55:00,여성,솔로
10476,너를 만나,뉴런뮤직,카카오 M,폴킴,2019-08-25,2019-08-31,13506818,40,가요 / 발라드,04:41:00,남성,솔로
10477,내 안부,소리바다,소리바다,이우,2019-08-25,2019-08-31,13136710,41,가요 / 발라드,03:51:00,남성,솔로
10478,내 안부,소리바다,소리바다,이우,2019-08-25,2019-08-31,13136710,41,가요 / 발라드,03:51:00,남성,솔로
10479,We don`t talk together,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈,2019-08-25,2019-08-31,12919349,42,가요 / R&B/소울,03:19:00,여성,솔로
10480,노래방에서,버스커버스커,카카오 M,장범준,2019-08-25,2019-08-31,12864342,43,가요 / 락,04:00:00,남성,솔로
10481,FANCY,JYP Entertainment,Dreamus,TWICE,2019-08-25,2019-08-31,12553547,44,가요 / 댄스,03:34:00,여성,그룹
10482,Paris In The Rain,뮤직테이블,NHN벅스,Lauv,2019-08-25,2019-08-31,12380769,45,POP / 팝,03:25:00,남성,솔로
10483,러브 델루나,냠냠엔터테인먼트,카카오 M,태용,2019-08-25,2019-08-31,12367698,46,OST / 드라마,04:28:00,혼성,프로젝트
10484,주저하는 연인들을 위해,페포니 뮤직,카카오 M,잔나비,2019-08-25,2019-08-31,12136702,47,가요 / 인디,04:25:00,남성,밴드
10485,너만 너만 너만,냠냠엔터테인먼트,카카오 M,양다일,2019-08-25,2019-08-31,12025275,48,OST / 드라마,04:14:00,남성,솔로
10486,달라달라,JYP Entertainment,Dreamus,ITZY,2019-08-25,2019-08-31,11972804,49,가요 / 댄스,03:20:00,여성,그룹
10487,아퍼,린치핀뮤직,카카오 M,기리보이,2019-08-25,2019-08-31,11636114,50,가요 / 랩/힙합,05:16:00,남성,솔로
10488,비가 내리는 날에는,C9엔터테인먼트,카카오 M,윤하,2019-08-25,2019-08-31,11544857,51,가요 / 발라드,03:32:00,여성,솔로
10489,괜찮아도 괜찮아,SM Entertainment,Dreamus,디오,2019-08-25,2019-08-31,11247985,52,가요 / R&B/소울,03:41:00,남성,솔로
10490,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉,2019-08-25,2019-08-31,10612629,53,가요 / 락,03:31:00,남성,밴드
10491,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019-08-25,2019-08-31,10510541,54,가요 / 댄스,03:42:00,여성,솔로
10492,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀,2019-08-25,2019-08-31,10491233,55,가요 / 일렉트로니카,03:34:00,남성,솔로
10493,Goodbye,글러브엔터테인먼트,카카오 M,박효신,2019-08-25,2019-08-31,10481410,56,가요 / 발라드,04:48:00,남성,솔로
10494,사월이 지나면 우리 헤어져요,SM Entertainment,Dreamus,첸,2019-08-25,2019-08-31,10445019,57,가요 / 발라드,04:30:00,남성,솔로
10495,"나만, 봄",쇼파르뮤직,카카오 M,볼빨간사춘기,2019-08-25,2019-08-31,10231290,58,가요 / 인디,03:37:00,여성,솔로
10496,사계,325 이엔씨,카카오 M,엠씨더맥스,2019-08-25,2019-08-31,10105852,59,가요 / 발라드,04:17:00,남성,밴드
10497,A Whole New World,"Disney Enterprises,Inc.",Universal Music,"Mena Massoud, Naomi Scott",2019-08-25,2019-08-31,9807941,60,OST / 해외영화,02:56:00,혼성,그룹
10498,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019-08-25,2019-08-31,9759486,61,POP / 락,03:24:00,남성,그룹
10499,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스,2019-08-25,2019-08-31,9494625,62,가요 / 발라드,04:07:00,남성,밴드
10500,비,뉴런뮤직,카카오 M,폴킴,2019-08-25,2019-08-31,9275555,63,가요 / R&B/소울,03:58:00,남성,솔로
10501,서울 밤,메이크어스엔터테인먼트,카카오 M,어반 자카파,2019-08-25,2019-08-31,9174028,64,가요 / R&B/소울,03:25:00,혼성,그룹
10502,Kill This Love,YG Entertainment,YG PLUS,BLACKPINK,2019-08-25,2019-08-31,9048634,65,가요 / 랩/힙합,03:09:00,여성,그룹
10503,방에 모기가 있어,매직스트로베리사운드,카카오 M,10cm,2019-08-25,2019-08-31,9020975,66,가요 / 인디,03:16:00,남성,솔로
10504,BUNGEE,WM엔터테인먼트,카카오 M,오마이걸,2019-08-25,2019-08-31,8856164,67,가요 / 댄스,02:57:00,여성,그룹
10505,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-25,2019-08-31,8851261,68,가요 / 댄스,04:34:00,남성,그룹
10506,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-25,2019-08-31,8420097,69,가요 / 랩/힙합,03:43:00,남성,그룹
10507,대충 입고 나와,인디안레이블,지니뮤직,우디,2019-08-25,2019-08-31,8320015,70,가요 / 인디,03:26:00,남성,솔로
10508,가라사대,Dejavu Group,카카오 M,비와이,2019-08-25,2019-08-31,8166872,71,가요 / 랩/힙합,02:13:00,남성,솔로
10509,comethru,Universal Music,Universal Music,Jeremy Zucker,2019-08-25,2019-08-31,7980153,72,POP / 팝,03:02:00,남성,솔로
10510,I Don`t Care,Atlantic Records UK,Warner Music,"Ed Sheeran, Justin Bieber",2019-08-25,2019-08-31,7905366,73,POP / 팝,03:40:00,남성,프로젝트
10511,오늘 밤에,뮤직K,카카오 M,홍진영,2019-08-25,2019-08-31,7884590,74,가요 / 트로트,03:01:00,여성,솔로
10512,웃을 때 제일 예뻐,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1,2019-08-25,2019-08-31,7849659,75,가요 / 댄스,03:25:00,남성,그룹
10513,어떤 별보다,냠냠엔터테인먼트,카카오 M,레드벨벳,2019-08-25,2019-08-31,7830011,76,OST / 드라마,03:43:00,여성,그룹
10514,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019-08-25,2019-08-31,7751867,77,가요 / 댄스,03:01:00,여성,그룹
10515,짐살라빔,SM Entertainment,Dreamus,레드벨벳,2019-08-25,2019-08-31,7646539,78,가요 / 댄스,03:11:00,여성,그룹
10516,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019-08-25,2019-08-31,7625147,79,가요 / 발라드,05:07:00,남성,솔로
10517,누구 없소,YG Entertainment,YG PLUS,이하이,2019-08-25,2019-08-31,7557421,80,가요 / 댄스,03:15:00,여성,솔로
10518,열대야,쏘스뮤직,카카오 M,여자친구,2019-08-25,2019-08-31,7506740,81,가요 / 댄스,03:34:00,여성,그룹
10519,비워,"딩고뮤직, Ambition Musik",카카오 M,"CHANGMO, Hash Swan, ASH ISLAND, 김효은, Leellamarz & The QuiettDingo X Ambition Musik",2019-08-25,2019-08-31,7506088,82,가요 / 랩/힙합,03:38:00,남성,솔로
10520,비오는 날 뭐해,인디안레이블,지니뮤직,하은,2019-08-25,2019-08-31,7492567,83,가요 / 인디,03:33:00,남성,솔로
10521,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019-08-25,2019-08-31,7168147,84,가요 / 인디,03:21:00,여성,솔로
10522,돈 Call Me,"딩고뮤직, 염따",Dreamus,염따,2019-08-25,2019-08-31,7063684,85,가요 / 랩/힙합,02:46:00,남성,솔로
10523,Love Shot,SM Entertainment,Dreamus,EXO,2019-08-25,2019-08-31,7042404,86,가요 / 댄스,03:20:00,남성,그룹
10524,U GOT IT,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1,2019-08-25,2019-08-31,6867891,87,가요 / 댄스,03:10:00,남성,그룹
10525,소우주,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-25,2019-08-31,6855055,88,가요 / 랩/힙합,03:44:00,남성,그룹
10526,UN Village,SM Entertainment,Dreamus,백현,2019-08-25,2019-08-31,6853664,89,가요 / R&B/소울,03:56:00,남성,솔로
10527,180도,메이저나인,지니뮤직,벤,2019-08-25,2019-08-31,6677080,90,가요 / 발라드,03:49:00,여성,솔로
10528,괜찮아요,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1,2019-08-25,2019-08-31,6666521,91,가요 / 발라드,04:40:00,남성,그룹
10529,AH YEAH,YG Entertainment,YG PLUS,WINNER,2019-08-25,2019-08-31,6520740,92,가요 / 댄스,02:57:00,남성,그룹
10530,움직여,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1,2019-08-25,2019-08-31,6374249,93,가요 / 댄스,03:05:00,남성,그룹
10531,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유,2019-08-25,2019-08-31,6281309,94,가요 / 발라드,04:13:00,여성,솔로
10532,make her dance,AOMG,"지니뮤직, Stone Music Entertainment",사이먼 도미닉,2019-08-25,2019-08-31,6186952,95,가요 / 랩/힙합,02:51:00,남성,솔로
10533,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019-08-25,2019-08-31,5949130,96,가요 / 인디,03:41:00,여성,솔로
10534,교통정리,린치핀뮤직,카카오 M,기리보이,2019-08-25,2019-08-31,5936614,97,가요 / 랩/힙합,03:18:00,남성,솔로
10535,9월의 바캉스,니즈뮤직 엔터테인먼트,카카오 M,"김재환, 스텔라장",2019-08-25,2019-08-31,5933044,98,가요 / 인디,03:28:00,혼성,프로젝트
10536,Make It Right,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019-08-25,2019-08-31,5830313,99,가요 / 랩/힙합,03:46:00,남성,그룹
10537,RUN,EGO기획,카카오 M,"그리즐리, 청하",2019-08-25,2019-08-31,5821252,100,가요 / 인디,02:57:00,혼성,프로젝트
10538,U GOT IT,Stone Music Entertainment,지니뮤직,갓츄,2019-08-25,2019-08-31,5699319,101,가요 / 댄스,03:09:00,남성,그룹
