,name,production,distributor,artist,time,score,rank,genre,runtime,sex,active_type
3239,솔직하게 말해서 나,네버랜드엔터테인먼트,카카오 M,김나영,2019.09.22~2019.09.28,14366138,40,가요 / 발라드,03:21,여성,솔로
3240,밤 끝없는 밤,YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,13997214,41,가요 / 블루스/포크,03:01,혼성,듀엣
3241,벗,리메즈,Universal Music,닐로 ,2019.09.22~2019.09.28,13880098,42,가요 / 발라드,04:30,남성,솔로
3242,BAND,앰비션뮤직,"지니뮤직, Stone Music Entertainment","창모, Hash Swan, ASH ISLAND, 김효은",2019.09.22~2019.09.28,13825242,43,가요 / 랩/힙합,04:06,남성,프로젝트
3243,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시 ,2019.09.22~2019.09.28,13373042,44,가요 / 발라드,03:55,여성,솔로
3244,너에게 못했던 내 마지막 말은,Stone Music Entertainment,지니뮤직,다비치,2019.09.22~2019.09.28,13198058,45,가요 / 발라드,04:28,여성,듀엣
3245,사계 ,SM Entertainment,Dreamus,태연 ,2019.09.22~2019.09.28,12856739,46,가요 / 발라드,03:08,여성,솔로
3246,다시 만날까 봐,J-SOUL COMPANY,카카오 M,V.O.S,2019.09.22~2019.09.28,12449153,47,가요 / 발라드,03:33,남성,그룹
3247,XX,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.22~2019.09.28,12354408,48,가요 / 인디,03:15,여성,솔로
3248,더 사랑해줄걸,YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,12122655,49,가요 / 락,03:08,혼성,듀엣
3249,인사,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.09.22~2019.09.28,12103874,50,가요 / 발라드,03:41,남성,듀엣
3250,노래방에서,버스커버스커,카카오 M,장범준,2019.09.22~2019.09.28,12083574,51,가요 / 락,04:00,남성,솔로
3251,Another Day,냠냠엔터테인먼트,카카오 M,먼데이 키즈 ,2019.09.22~2019.09.28,12033205,52,OST / 드라마,03:38,혼성,프로젝트
3252,고래,YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,11940240,53,가요 / 락,03:19,혼성,듀엣
3253,Snapping,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.09.22~2019.09.28,11937338,54,가요 / 댄스,03:33,여성,솔로
3254,25,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.22~2019.09.28,11720468,55,가요 / 인디,03:16,여성,솔로
3255,음파음파 ,SM Entertainment,Dreamus,레드벨벳,2019.09.22~2019.09.28,11700069,56,가요 / 댄스,03:40,여성,그룹
3256,Paris In The Rain,뮤직테이블,NHN벅스,Lauv,2019.09.22~2019.09.28,11403603,57,POP / 팝,03:25,남성,솔로
3257,작별 인사,YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,11379560,58,가요 / 발라드,03:28,혼성,듀엣
3258,시간을 갖자,YG Entertainment,YG PLUS,악동뮤지션 ,2019.09.22~2019.09.28,11206990,59,가요 / 락,03:42,혼성,듀엣
3259,남아있는 노래처럼,에프이스토어,카카오 M,핑클,2019.09.22~2019.09.28,10884607,60,가요 / 발라드,04:37,여성,그룹
3260,주저하는 연인들을 위해,페포니 뮤직,카카오 M,잔나비,2019.09.22~2019.09.28,10710590,61,가요 / 인디,04:25,남성,밴드
3261,담아 ,Stone Music Entertainment,지니뮤직,스윙스,2019.09.22~2019.09.28,10692980,62,가요 / 랩/힙합,04:28,남성,프로젝트
3262,내 안부,소리바다,소리바다,이우,2019.09.22~2019.09.28,10618040,63,가요 / 발라드,03:51,남성,솔로
3263,FANCY,JYP Entertainment,Dreamus,TWICE,2019.09.22~2019.09.28,10593916,64,가요 / 댄스,03:34,여성,그룹
3264,가라사대,Dejavu Group,카카오 M,비와이,2019.09.22~2019.09.28,9792648,65,가요 / 랩/힙합,02:13,남성,솔로
3265,달라달라,JYP Entertainment,Dreamus,ITZY ,2019.09.22~2019.09.28,9707869,66,가요 / 댄스,03:20,여성,그룹
3266,비,뉴런뮤직,카카오 M,폴킴,2019.09.22~2019.09.28,9641563,67,가요 / R&B/소울,03:58,남성,솔로
3267,FLASH,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.22~2019.09.28,9573189,68,가요 / 댄스,03:31,남성,그룹
3268,We don`t talk together ,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.09.22~2019.09.28,9259146,69,가요 / R&B/소울,03:19,여성,솔로
3269,Destiny ,Stone Music Entertainment,지니뮤직,오마이걸 ,2019.09.22~2019.09.28,9167237,70,가요 / 전체,03:50,여성,그룹
3270,그 끝에 그대,냠냠엔터테인먼트,카카오 M,청하,2019.09.22~2019.09.28,9116330,71,OST / 드라마,03:44,여성,솔로
3271,아퍼 ,린치핀뮤직,카카오 M,기리보이,2019.09.22~2019.09.28,9109246,72,가요 / 랩/힙합,05:16,남성,솔로
3272,비가 내리는 날에는,C9엔터테인먼트,카카오 M,윤하,2019.09.22~2019.09.28,8875475,73,가요 / 발라드,03:32,여성,솔로
3273,"나만, 봄",쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.22~2019.09.28,8822296,74,가요 / 인디,03:37,여성,솔로
3274,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.09.22~2019.09.28,8818308,75,가요 / 일렉트로니카,03:34,남성,솔로
3275,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.09.22~2019.09.28,8812201,76,POP / 락,03:24,남성,그룹
3276,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉 ,2019.09.22~2019.09.28,8781713,77,가요 / 락,03:31,남성,밴드
3277,사월이 지나면 우리 헤어져요 ,SM Entertainment,Dreamus,첸 ,2019.09.22~2019.09.28,8685205,78,가요 / 발라드,04:30,남성,솔로
3278,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.09.22~2019.09.28,8643884,79,가요 / 발라드,04:17,남성,밴드
3279,Goodbye,글러브엔터테인먼트,카카오 M,박효신,2019.09.22~2019.09.28,8534489,80,가요 / 발라드,04:48,남성,솔로
3280,괜찮아도 괜찮아 ,SM Entertainment,Dreamus,디오 ,2019.09.22~2019.09.28,8292979,81,가요 / R&B/소울,03:41,남성,솔로
3281,문제 ,Stone Music Entertainment,지니뮤직,서동현,2019.09.22~2019.09.28,8149196,82,가요 / 랩/힙합,03:49,남성,솔로
3282,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.09.22~2019.09.28,7835502,83,가요 / 댄스,03:42,여성,솔로
3283,Say Goodbye,냠냠엔터테인먼트,카카오 M,송하예,2019.09.22~2019.09.28,7751499,84,OST / 드라마,03:06,여성,솔로
3284,Taste,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.22~2019.09.28,7736093,85,가요 / 인디,03:06,여성,솔로
3285,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.09.22~2019.09.28,7669895,86,가요 / 댄스,04:34,남성,그룹
3286,시계 바늘,안테나뮤직,카카오 M,권진아,2019.09.22~2019.09.28,7664438,87,가요 / 발라드,04:08,여성,솔로
3287,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.09.22~2019.09.28,7533883,88,가요 / 발라드,04:07,남성,밴드
3288,꿈속에 너 ,H PERFORMANCE,퍼플파인 엔터테인먼트,에이치코드 ,2019.09.22~2019.09.28,7347690,89,가요 / 발라드,04:12,남성,그룹
3289,트루먼 쇼,Stone Music Entertainment,지니뮤직,윤비,2019.09.22~2019.09.28,7206320,90,가요 / 랩/힙합,03:24,남성,프로젝트
3290,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.09.22~2019.09.28,7085819,91,가요 / 랩/힙합,03:43,남성,그룹
3291,바다 ,Stone Music Entertainment,지니뮤직,"Woodie Gochild, 최엘비 ",2019.09.22~2019.09.28,7002154,92,가요 / 랩/힙합,03:48,남성,프로젝트
3292,낮 ,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.22~2019.09.28,6609199,93,가요 / 인디,03:13,여성,솔로
3293,comethru,Universal Music,Universal Music,Jeremy Zucker,2019.09.22~2019.09.28,6520894,94,POP / 팝,03:02,남성,솔로
3294,너만 너만 너만,냠냠엔터테인먼트,카카오 M,양다일,2019.09.22~2019.09.28,6199645,95,OST / 드라마,04:14,남성,솔로
3295,독 _ Fear,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.22~2019.09.28,6041114,96,가요 / 댄스,02:55,남성,그룹
3296,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.09.22~2019.09.28,5993463,97,가요 / 발라드,04:13,여성,솔로
3297,A Whole New World,"Disney Enterprises,Inc.",Universal Music,"Mena Massoud, Naomi Scott",2019.09.22~2019.09.28,5915373,98,OST / 해외영화,02:56,혼성,그룹
3298,Sold Out ,Stone Music Entertainment,지니뮤직,영비,2019.09.22~2019.09.28,5912898,99,가요 / 랩/힙합,04:20,남성,솔로
3299,Kill This Love,YG Entertainment,YG PLUS,BLACKPINK,2019.09.22~2019.09.28,5838676,100,가요 / 랩/힙합,03:09,여성,그룹
3300,BUNGEE ,WM엔터테인먼트,카카오 M,오마이걸 ,2019.09.22~2019.09.28,5612105,101,가요 / 댄스,02:57,여성,그룹
3301,I Don`t Care,Atlantic Records UK,Warner Music,"Ed Sheeran, Justin Bieber",2019.09.22~2019.09.28,5525582,102,POP / 팝,03:40,남성,프로젝트
3302,초록빛,뉴런뮤직,카카오 M,폴킴,2019.09.22~2019.09.28,5486869,103,가요 / 발라드,03:46,남성,솔로
3303,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.09.22~2019.09.28,5415281,104,가요 / 발라드,05:07,남성,솔로
3304,웃을 때 제일 예뻐,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.22~2019.09.28,5253410,105,가요 / 댄스,03:25,남성,그룹
3305,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.09.22~2019.09.28,5172947,106,가요 / 발라드,03:52,남성,그룹
3306,서울 밤 ,메이크어스엔터테인먼트,카카오 M,어반 자카파 ,2019.09.22~2019.09.28,5132709,107,가요 / R&B/소울,03:25,혼성,그룹
3307,Love Shot,SM Entertainment,Dreamus,EXO,2019.09.22~2019.09.28,5105255,108,가요 / 댄스,03:20,남성,그룹
3308,대충 입고 나와,인디안레이블,지니뮤직,우디,2019.09.22~2019.09.28,5067325,109,가요 / 인디,03:26,남성,솔로
3309,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2019.09.22~2019.09.28,5038198,110,가요 / 발라드,04:41,남성,솔로
3310,180도,메이저나인,지니뮤직,벤 ,2019.09.22~2019.09.28,5023567,111,가요 / 발라드,03:49,여성,솔로
3311,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.22~2019.09.28,4993356,112,가요 / 인디,03:41,여성,솔로
3312,비워 ,"딩고뮤직, Ambition Musik",카카오 M,"CHANGMO, Hash Swan, ASH ISLAND, 김효은, Leellamarz & The QuiettDingo X Ambition Musik",2019.09.22~2019.09.28,4982336,113,가요 / 랩/힙합,03:38,남성,솔로
3313,비오는 날 뭐해,인디안레이블,지니뮤직,하은 ,2019.09.22~2019.09.28,4951631,114,가요 / 인디,03:33,남성,솔로
3314,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.22~2019.09.28,4861872,115,가요 / 인디,03:21,여성,솔로
3315,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019.09.22~2019.09.28,4824965,116,POP / 팝,03:54,남성,솔로
3316,돈 Call Me ,"딩고뮤직, 염따",Dreamus,염따 ,2019.09.22~2019.09.28,4659823,117,가요 / 랩/힙합,02:46,남성,솔로
3317,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.09.22~2019.09.28,4603774,118,가요 / 댄스,03:01,여성,그룹
3318,소우주 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.09.22~2019.09.28,4587987,119,가요 / 랩/힙합,03:44,남성,그룹
3319,삐삐,카카오 M,카카오 M,아이유 ,2019.09.22~2019.09.28,4575470,120,가요 / R&B/소울,03:15,여성,솔로
3320,오늘 밤에,뮤직K,카카오 M,홍진영,2019.09.22~2019.09.28,4573351,121,가요 / 트로트,03:01,여성,솔로
3321,당신과는 천천히,버스커버스커,카카오 M,장범준,2019.09.22~2019.09.28,4443172,122,가요 / 락,04:00,남성,솔로
3322,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2019.09.22~2019.09.28,4395735,123,POP / 팝,03:23,혼성,프로젝트
3323,Youth,Universal Music,Universal Music,Troye Sivan,2019.09.22~2019.09.28,4370214,124,POP / 팝,03:05,남성,솔로
3324,U GOT IT ,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.22~2019.09.28,4354298,125,가요 / 댄스,03:10,남성,그룹
3325,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.09.22~2019.09.28,4307209,126,POP / 팝,02:59,여성,솔로
3326,방에 모기가 있어 ,매직스트로베리사운드,카카오 M,10cm,2019.09.22~2019.09.28,4299196,127,가요 / 인디,03:16,남성,솔로
3327,너나 해 ,Stone Music Entertainment,지니뮤직,AOA,2019.09.22~2019.09.28,4261172,128,가요 / 전체,03:35,여성,그룹
3328,진심이 담긴 노래 ,넥스타엔터테인먼트,카카오 M,케이시 ,2019.09.22~2019.09.28,4257936,129,가요 / 발라드,04:31,여성,솔로
3329,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.09.22~2019.09.28,4225000,130,POP / 팝,03:27,여성,솔로
3330,Memories,222 Records/Interscope Records,Universal Music,Maroon 5,2019.09.22~2019.09.28,4217376,131,POP / 팝,03:10,남성,밴드
3331,이 노래가 클럽에서 나온다면,인디안레이블,지니뮤직,우디,2019.09.22~2019.09.28,4184325,132,가요 / 인디,03:39,남성,솔로
3332,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.09.22~2019.09.28,4139838,133,OST / 드라마,04:01,남성,솔로
3333,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.09.22~2019.09.28,4090888,134,가요 / 댄스,03:58,여성,그룹
3334,고백,브랜뉴뮤직,카카오 M,양다일,2019.09.22~2019.09.28,4090128,135,가요 / 발라드,03:31,남성,솔로
3335,움직여 ,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.22~2019.09.28,4049073,136,가요 / 댄스,03:05,남성,그룹
3336,UN Village,SM Entertainment,Dreamus,백현 ,2019.09.22~2019.09.28,4045576,137,가요 / R&B/소울,03:56,남성,솔로
3337,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피 ",2019.09.22~2019.09.28,4037827,138,가요 / 랩/힙합,04:27,남성,프로젝트
3338,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.09.22~2019.09.28,3999914,139,가요 / 발라드,05:03,남성,솔로
3339,Attention,Artist Partners,Warner Music,Charlie Puth,2019.09.22~2019.09.28,3999012,140,POP / 팝,03:32,남성,솔로
3340,누구 없소 ,YG Entertainment,YG PLUS,이하이,2019.09.22~2019.09.28,3973353,141,가요 / 댄스,03:15,여성,솔로
3341,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.09.22~2019.09.28,3965353,142,가요 / 발라드,04:03,남성,솔로
3342,Talk,"Right Hand Music Group, LLC/RCA Records",Sony Music,"Khalid, Disclosure",2019.09.22~2019.09.28,3954388,143,POP / R&B/소울,04:33,남성,솔로
3343,On My Way,MER Recordings,Sony Music,"Alan Walker, Sabrina Carpenter, Farruko",2019.09.22~2019.09.28,3925732,144,POP / 일렉트로니카,03:14,남성,프로젝트
3344,러브 델루나,냠냠엔터테인먼트,카카오 M,태용 ,2019.09.22~2019.09.28,3911107,145,OST / 드라마,04:28,혼성,프로젝트
3345,열애중,메이저나인,지니뮤직,벤 ,2019.09.22~2019.09.28,3895986,146,가요 / 발라드,04:31,여성,솔로
3346,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019.09.22~2019.09.28,3853182,147,가요 / R&B/소울,03:53,여성,솔로
3347,MAGMA ,Stone Music Entertainment,지니뮤직,펀치넬로 ,2019.09.22~2019.09.28,3825649,148,가요 / 랩/힙합,03:38,남성,솔로
3348,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.09.22~2019.09.28,3778126,149,POP / 일렉트로니카,03:19,남성,솔로
3349,Uh-Oh,큐브엔터테인먼트,카카오 M,(여자)아이들,2019.09.22~2019.09.28,3758640,150,가요 / 랩/힙합,03:27,여성,그룹
3350,괜찮아요,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",X1 ,2019.09.22~2019.09.28,3716529,151,가요 / 발라드,04:40,남성,그룹
3351,If I Can`t Have You,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.09.22~2019.09.28,3676567,152,POP / 팝,03:11,남성,솔로
3352,교통정리 ,린치핀뮤직,카카오 M,기리보이,2019.09.22~2019.09.28,3671446,153,가요 / 랩/힙합,03:18,남성,솔로
3353,신용재,인디안레이블,지니뮤직,하은 ,2019.09.22~2019.09.28,3662244,154,가요 / 발라드,03:34,남성,솔로
3354,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.09.22~2019.09.28,3642078,155,POP / 팝,03:15,남성,솔로
3355,"fuck, i`m lonely",뮤직테이블,NHN벅스,"Lauv, Anne-Marie",2019.09.22~2019.09.28,3605653,156,POP / 팝,03:19,남성,솔로
3356,짐살라빔 ,SM Entertainment,Dreamus,레드벨벳,2019.09.22~2019.09.28,3560843,157,가요 / 댄스,03:11,여성,그룹
3357,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2019.09.22~2019.09.28,3556646,158,POP / 팝,03:37,여성,솔로
3358,Snap Shoot,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.22~2019.09.28,3475863,159,가요 / 댄스,02:56,남성,그룹
3359,달라진 니 마음,스퀘어 레코드,카카오 M,정효빈,2019.09.22~2019.09.28,3463278,160,가요 / 인디,03:33,여성,솔로
3360,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.09.22~2019.09.28,3438241,161,가요 / 인디,03:43,여성,솔로
3361,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.09.22~2019.09.28,3435868,162,가요 / 인디,04:21,남성,듀엣
3362,취하고 싶다 ,678 MUSIC,뮤직파운드,황인욱,2019.09.22~2019.09.28,3389966,163,가요 / 발라드,03:44,남성,솔로
3363,다섯 번째 계절 ,WM엔터테인먼트,카카오 M,오마이걸 ,2019.09.22~2019.09.28,3363709,164,가요 / 댄스,04:00,여성,그룹
3364,Goodbyes ,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Post Malone,2019.09.22~2019.09.28,3358077,165,POP / 랩/힙합,02:55,남성,솔로
3365,십삼월 ,예스아이엠엔터테인먼트,인터파크,임창정,2019.09.22~2019.09.28,3319691,166,가요 / 발라드,04:02,남성,솔로
3366,i`m so tired...,뮤직테이블,NHN벅스,"Lauv, Troye Sivan",2019.09.22~2019.09.28,3312551,167,POP / 팝,02:43,남성,프로젝트
3367,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.09.22~2019.09.28,3262461,168,POP / 락,03:07,남성,그룹
3368,비도 오고 그래서 ,Stone Music Entertainment,지니뮤직,헤이즈 ,2019.09.22~2019.09.28,3234113,169,가요 / 랩/힙합,03:25,여성,솔로
3369,Home,플레디스,카카오 M,세븐틴,2019.09.22~2019.09.28,3230658,170,가요 / R&B/소울,03:24,남성,그룹
3370,미안해,브랜뉴뮤직,카카오 M,양다일,2019.09.22~2019.09.28,3212056,171,가요 / R&B/소울,03:49,남성,솔로
3371,Make It Right,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.09.22~2019.09.28,3212029,172,가요 / 랩/힙합,03:46,남성,그룹
3372,거짓말을 해,플레디스,"지니뮤직, Stone Music Entertainment",세븐틴,2019.09.22~2019.09.28,3207057,173,가요 / 댄스,03:20,남성,그룹
3373,Honesty,"Human Re Sources, LLC",Warner Music,Pink Sweat$,2019.09.22~2019.09.28,3176086,174,POP / R&B/소울,03:09,남성,솔로
3374,멍청이,RBW,카카오 M,화사,2019.09.22~2019.09.28,3157381,175,가요 / 댄스,03:11,여성,솔로
3375,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.09.22~2019.09.28,3139659,176,POP / 팝,04:06,남성,듀엣
3376,띵 ,"인디고뮤직, 딩고뮤직",카카오 M,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019.09.22~2019.09.28,3133988,177,POP / 랩/힙합,02:57,남성,솔로
3377,신청곡 ,에르타알레,NHN벅스,이소라,2019.09.22~2019.09.28,3114005,178,가요 / 발라드,04:41,여성,솔로
