,name,production,distributor,artist,time,score,rank,name_artist,장르,런타임,성별,활동유형
6549,우리 그만하자,Stone Music Entertainment,지니뮤직,로이킴,2019.04.07~2019.04.13,4299740,150,"로이킴,우리 그만하자",가요 / 발라드,04:18,남성,솔로
6550,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",지니뮤직,로이킴,2019.04.07~2019.04.13,4289564,151,"로이킴,그때 헤어지면 돼",가요 / 발라드,04:09,남성,솔로
6551,비도 오고 그래서 ,Stone Music Entertainment,지니뮤직,헤이즈 ,2019.04.07~2019.04.13,4269950,152,"헤이즈 ,비도 오고 그래서 ",가요 / 랩/힙합,03:25,여성,솔로
6552,i`m so tired...,뮤직테이블,NHN벅스,"Lauv, Troye Sivan",2019.04.07~2019.04.13,4251490,153,"Lauv, Troye Sivan,i`m so tired...",POP / 팝,02:43,남성,프로젝트
6553,지켜줄게,JYP Entertainment,Dreamus,백예린,2019.04.07~2019.04.13,4247101,154,"백예린,지켜줄게",가요 / 블루스/포크,03:45,여성,솔로
6554,왜,버스커버스커,카카오 M,장범준,2019.04.07~2019.04.13,4227565,155,"장범준,왜",가요 / 락,03:24,남성,솔로
6555,Forever Young,YG Entertainment,YG PLUS,BLACKPINK,2019.04.07~2019.04.13,4210999,156,"BLACKPINK,Forever Young",가요 / 댄스,03:57,여성,그룹
6556,You,JTBC,인터파크,멜로망스,2019.04.07~2019.04.13,4208773,157,"멜로망스,You",가요 / 발라드,04:32,남성,듀엣
6557,행복,로맨틱팩토리,Warner Music,오반 ,2019.04.07~2019.04.13,4147112,158,"오반 ,행복",가요 / 인디,04:07,남성,솔로
6558,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.04.07~2019.04.13,4107533,159,"Imagine Dragons,Believer",POP / 락,03:24,남성,그룹
6559,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2019.04.07~2019.04.13,4097998,160,"이수,My Way",OST / 드라마,04:39,남성,솔로
6560,붕붕 ,Stone Music Entertainment,지니뮤직,김하온 ,2019.04.07~2019.04.13,4085202,161,"김하온 ,붕붕 ",가요 / 랩/힙합,03:55,남성,솔로
6561,새벽에,OURS Co.,카카오 M,에픽하이 ,2019.04.07~2019.04.13,4075449,162,"에픽하이 ,새벽에",가요 / 랩/힙합,03:25,남성,그룹
6562,뿜뿜,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드 ,2019.04.07~2019.04.13,4040664,163,"모모랜드 ,뿜뿜",가요 / 댄스,03:29,여성,그룹
6563,습관 ,디씨톰엔터테인먼트,Warner Music,숀 ,2019.04.07~2019.04.13,4014310,164,"숀 ,습관 ",가요 / 일렉트로니카,03:33,남성,솔로
6564,Drama ,Stone Music Entertainment,지니뮤직,최진호 ,2019.04.07~2019.04.13,3990657,165,"최진호 ,Drama ",가요 / 랩/힙합,03:49,남성,솔로
6565,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.07~2019.04.13,3981456,166,"볼빨간사춘기,나의 사춘기에게",가요 / 인디,03:43,여성,솔로
6566,따라와 ,Stone Music Entertainment,지니뮤직,이영지,2019.04.07~2019.04.13,3978502,167,"이영지,따라와 ",가요 / 랩/힙합,04:18,여성,솔로
6567,Snowman,"Monkey Puzzle, Atlantic",Warner Music,Sia,2019.04.07~2019.04.13,3971404,168,"Sia,Snowman",POP / 팝,02:46,여성,솔로
6568,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.04.07~2019.04.13,3864372,169,"Imagine Dragons,Thunder",POP / 락,03:07,남성,그룹
6569,이 별,뮤직웍스,지니뮤직,길구봉구,2019.04.07~2019.04.13,3856378,170,"길구봉구,이 별",가요 / 발라드,03:58,남성,그룹
6570,Home,플레디스,카카오 M,세븐틴,2019.04.07~2019.04.13,3807121,171,"세븐틴,Home",가요 / R&B/소울,03:24,남성,그룹
6571,넋두리,닐로엔터테인먼트,루미넌트엔터테인먼트,닐로 ,2019.04.07~2019.04.13,3765437,172,"닐로 ,넋두리",가요 / 발라드,05:07,남성,솔로
6572,봄이 좋냐??,매직스트로베리사운드,포크라노스,10cm,2019.04.07~2019.04.13,3749464,173,"10cm,봄이 좋냐??",가요 / 전체,03:26,남성,솔로
6573,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.04.07~2019.04.13,3722836,174,"Alan Walker,All Falls Down ",POP / 일렉트로니카,03:19,남성,솔로
6574,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.04.07~2019.04.13,3705493,175,"Justin Bieber,Love Yourself",POP / 팝,03:54,남성,솔로
6575,좋니,미스틱스토리,카카오 M,윤종신,2019.04.07~2019.04.13,3699183,176,"윤종신,좋니",가요 / 발라드,05:28,남성,솔로
6576,우주를 줄게,쇼파르뮤직,NHN벅스,볼빨간사춘기,2019.04.07~2019.04.13,3626935,177,"볼빨간사춘기,우주를 줄게",가요 / 인디,03:34,여성,솔로
6577,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.04.07~2019.04.13,3618686,178,"Charlie Puth,One Call Away",가요 / 락,03:11,여성,그룹
6578,엄마 용돈 좀 보내주세요,버스커버스커,카카오 M,장범준,2019.04.07~2019.04.13,3588453,179,"장범준,엄마 용돈 좀 보내주세요",가요 / 락,04:20,남성,솔로
6579,별이 빛나는 밤,RBW,카카오 M,마마무 ,2019.04.07~2019.04.13,3553465,180,"마마무 ,별이 빛나는 밤",가요 / 댄스,03:31,여성,그룹
6580,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.04.07~2019.04.13,3507505,181,"The Chainsmokers,Closer ",POP / 팝,04:06,남성,듀엣
6581,썸 탈꺼야,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.07~2019.04.13,3497129,182,"볼빨간사춘기,썸 탈꺼야",가요 / 인디,03:01,여성,솔로
6582,노래 제목,플레디스,"지니뮤직, Stone Music Entertainment",뉴이스트 ,2019.04.07~2019.04.13,3483115,183,"뉴이스트 ,노래 제목",가요 / 발라드,04:14,남성,그룹
6583,We Don`t Talk Anymore ,Artist Partners,Warner Music,Charlie Puth,2019.04.07~2019.04.13,3480027,184,"Charlie Puth,We Don`t Talk Anymore ",POP / 팝,03:38,남성,솔로
6584,What is Love?,JYP Entertainment,Dreamus,TWICE,2019.04.07~2019.04.13,3420281,185,"TWICE,What is Love?",가요 / 댄스,03:28,여성,그룹
6585,동화,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.04.07~2019.04.13,3396700,186,"멜로망스,동화",가요 / 인디,03:47,남성,듀엣
6586,너나 해 ,RBW,카카오 M,마마무 ,2019.04.07~2019.04.13,3394414,187,"마마무 ,너나 해 ",가요 / 댄스,03:16,여성,그룹
6587,우연히 봄,도너츠뮤직,카카오 M,로꼬 ,2019.04.07~2019.04.13,3359052,188,"로꼬 ,우연히 봄",OST / 드라마,03:21,혼성,프로젝트
6588,Sunflower ,Universal Music,Universal Music,Post Malone & Swae Lee,2019.04.07~2019.04.13,3352747,189,"Post Malone & Swae Lee,Sunflower ",OST / 애니메이션/게임,02:38,남성,프로젝트
6589,시차 ,AOMG,"지니뮤직, Stone Music Entertainment",우원재,2019.04.07~2019.04.13,3339250,190,"우원재,시차 ",가요 / 랩/힙합,03:16,남성,솔로
6590,좋다고 말해,쇼파르뮤직,NHN벅스,볼빨간사춘기,2019.04.07~2019.04.13,3327504,191,"볼빨간사춘기,좋다고 말해",가요 / 인디,03:22,여성,솔로
6591,사랑했지만,아이스타 네트워크,킹핀엔터테인먼트,김길중,2019.04.07~2019.04.13,3283516,192,"김길중,사랑했지만",가요 / 발라드,05:01,남성,솔로
6592,어디에도,뮤직앤뉴,뮤직앤뉴,엠씨더맥스 ,2019.04.07~2019.04.13,3266191,193,"엠씨더맥스 ,어디에도",가요 / 발라드,05:31,남성,밴드
6593,DOGSICK ,Stone Music Entertainment,지니뮤직,강현준 ,2019.04.07~2019.04.13,3261916,194,"강현준 ,DOGSICK ",가요 / 랩/힙합,03:33,남성,솔로
6594,Faded,MER Musikk,Sony Music,Alan Walker,2019.04.07~2019.04.13,3205009,195,"Alan Walker,Faded",POP / 일렉트로니카,03:33,남성,솔로
6595,Love Blossom ,스타쉽엔터테인먼트,카카오 M,케이윌 ,2019.04.07~2019.04.13,3200027,196,"케이윌 ,Love Blossom ",가요 / 발라드,03:36,남성,솔로
6596,%%,플레이엠엔터테인먼트,카카오 M,에이핑크 ,2019.04.07~2019.04.13,3151673,197,"에이핑크 ,%%",OST / 드라마,03:59,여성,솔로
6597,Something Just Like This,"Disruptor Records, Columbia",Sony Music,"The Chainsmokers, Coldplay",2019.04.07~2019.04.13,3150436,198,"The Chainsmokers, Coldplay,Something Just Like This",POP / 팝,04:07,남성,프로젝트
6598,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.04.07~2019.04.13,3148024,199,"Shawn Mendes,There`s Nothing Holdin` Me Back",POP / 팝,03:20,남성,솔로
6599,눈사람,안테나뮤직,지니뮤직,정승환,2019.04.07~2019.04.13,3141413,200,"정승환,눈사람",가요 / 발라드,03:56,남성,솔로
6600,작은 것들을 위한 시 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,64837014,1,"방탄소년단,작은 것들을 위한 시 ",가요 / 랩/힙합,03:50,남성,그룹
6601,"나만, 봄",쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.14~2019.04.20,50722867,2,"볼빨간사춘기,나만, 봄",가요 / 인디,03:37,여성,솔로
6602,주저하는 연인들을 위해,페포니 뮤직,카카오 M,잔나비,2019.04.14~2019.04.20,46286595,3,"잔나비,주저하는 연인들을 위해",가요 / 인디,04:25,남성,밴드
6603,Kill This Love,YG Entertainment,YG Plus,BLACKPINK,2019.04.14~2019.04.20,41942813,4,"BLACKPINK,Kill This Love",가요 / 랩/힙합,03:09,여성,그룹
6604,사계 ,SM Entertainment,Dreamus,태연 ,2019.04.14~2019.04.20,41649232,5,"태연 ,사계 ",가요 / 발라드,03:08,여성,솔로
6605,노래방에서,버스커버스커,카카오 M,장범준,2019.04.14~2019.04.20,33957930,6,"장범준,노래방에서",가요 / 락,04:00,남성,솔로
6606,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.14~2019.04.20,33794490,7,"볼빨간사춘기,별 보러 갈래?",가요 / 인디,03:21,여성,솔로
6607,소우주 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,33330052,8,"방탄소년단,소우주 ",가요 / 랩/힙합,03:44,남성,그룹
6608,당신과는 천천히,버스커버스커,카카오 M,장범준,2019.04.14~2019.04.20,31485934,9,"장범준,당신과는 천천히",가요 / 락,04:00,남성,솔로
6609,Make It Right,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,28100245,10,"방탄소년단,Make It Right",가요 / 랩/힙합,03:46,남성,그룹
6610,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시 ,2019.04.14~2019.04.20,28068367,11,"케이시 ,그때가 좋았어",가요 / 발라드,03:55,여성,솔로
6611,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉 ,2019.04.14~2019.04.20,28006040,12,"엔플라잉 ,옥탑방",가요 / 락,03:31,남성,밴드
6612,사월이 지나면 우리 헤어져요 ,SM Entertainment,Dreamus,첸 ,2019.04.14~2019.04.20,27114930,13,"첸 ,사월이 지나면 우리 헤어져요 ",가요 / 발라드,04:30,남성,솔로
6613,달라달라,JYP Entertainment,Dreamus,ITZY ,2019.04.14~2019.04.20,25642939,14,"ITZY ,달라달라",가요 / 댄스,03:20,여성,그룹
6614,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019.04.14~2019.04.20,23939182,15,"백예린,그건 아마 우리의 잘못은 아닐 거야",가요 / R&B/소울,03:53,여성,솔로
6615,HOME,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,23887211,16,"방탄소년단,HOME",가요 / 랩/힙합,03:54,남성,그룹
6616,Jamais Vu,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,21935558,17,"방탄소년단,Jamais Vu",가요 / 랩/힙합,03:47,남성,그룹
6617,고고베베 ,RBW,카카오 M,마마무 ,2019.04.14~2019.04.20,21463712,18,"마마무 ,고고베베 ",가요 / 댄스,03:16,여성,그룹
6618,봄 ,디네이션,NHN벅스,박봄,2019.04.14~2019.04.20,20938285,19,"박봄,봄 ",가요 / R&B/소울,04:03,여성,솔로
6619,술이 달다 ,OURS Co.,카카오 M,에픽하이 ,2019.04.14~2019.04.20,20672341,20,"에픽하이 ,술이 달다 ",가요 / 랩/힙합,04:11,남성,그룹
6620,Dionysus,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,20617789,21,"방탄소년단,Dionysus",가요 / 랩/힙합,04:09,남성,그룹
6621,"모든 날, 모든 순간 ",SM Entertainment,Dreamus,폴킴,2019.04.14~2019.04.20,19582474,22,"폴킴,모든 날, 모든 순간 ",OST / 드라마,03:31,남성,솔로
6622,너를 만나,뉴런뮤직,카카오 M,폴킴,2019.04.14~2019.04.20,19547449,23,"폴킴,너를 만나",가요 / 발라드,04:41,남성,솔로
6623,뜨거운 여름밤은 가고 남은 건 볼품없지만,페포니 뮤직,카카오 M,잔나비,2019.04.14~2019.04.20,19311410,24,"잔나비,뜨거운 여름밤은 가고 남은 건 볼품없지만",가요 / 발라드,04:03,남성,밴드
6624,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.04.14~2019.04.20,19213464,25,"Anne-Marie,2002",POP / 팝,03:07,여성,솔로
6625,넘쳐흘러,325 이엔씨,카카오 M,엠씨더맥스 ,2019.04.14~2019.04.20,19149724,26,"엠씨더맥스 ,넘쳐흘러",가요 / 발라드,04:07,남성,밴드
6626,진심이 담긴 노래 ,넥스타엔터테인먼트,카카오 M,케이시 ,2019.04.14~2019.04.20,19053479,27,"케이시 ,진심이 담긴 노래 ",가요 / 발라드,04:31,여성,솔로
6627,비올레타,"Stone Music Entertainment, OFF THE RECORD Entertainment",지니뮤직,IZ*ONE ,2019.04.14~2019.04.20,18817132,28,"IZ*ONE ,비올레타",가요 / 댄스,03:21,여성,그룹
6628,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.04.14~2019.04.20,18322175,29,"청하,벌써 12시",가요 / 댄스,03:42,여성,솔로
6629,이 노래가 클럽에서 나온다면,인디안레이블,지니뮤직,우디,2019.04.14~2019.04.20,17844155,30,"우디,이 노래가 클럽에서 나온다면",가요 / 인디,03:39,남성,솔로
6630,멍청이,RBW,카카오 M,화사,2019.04.14~2019.04.20,17693628,31,"화사,멍청이",가요 / 댄스,03:11,여성,솔로
6631,사계 ,325 이엔씨,카카오 M,엠씨더맥스 ,2019.04.14~2019.04.20,16776108,32,"엠씨더맥스 ,사계 ",가요 / 발라드,04:17,남성,밴드
6632,GO HIGH ,Stone Music Entertainment,지니뮤직,이영지,2019.04.14~2019.04.20,16590416,33,"이영지,GO HIGH ",가요 / 랩/힙합,04:21,여성,솔로
6633,Intro _ Persona,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,16489879,34,"방탄소년단,Intro _ Persona",가요 / 랩/힙합,02:51,남성,그룹
6634,봄날,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,15632902,35,"방탄소년단,봄날",가요 / 댄스,04:34,남성,그룹
6635,신용재,인디안레이블,지니뮤직,하은 ,2019.04.14~2019.04.20,15053151,36,"하은 ,신용재",가요 / 발라드,03:34,남성,솔로
6636,SHE`S FINE,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.04.14~2019.04.20,15002860,37,"헤이즈 ,SHE`S FINE",가요 / R&B/소울,02:31,여성,솔로
6637,신청곡 ,에르타알레,NHN벅스,이소라,2019.04.14~2019.04.20,14388810,38,"이소라,신청곡 ",가요 / 발라드,04:41,여성,솔로
6638,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들...,페포니 뮤직,지니뮤직,잔나비,2019.04.14~2019.04.20,14251550,39,"잔나비,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들...",가요 / 인디,03:22,남성,밴드
6639,180도,메이저나인,지니뮤직,벤 ,2019.04.14~2019.04.20,14191081,40,"벤 ,180도",가요 / 발라드,03:49,여성,솔로
6640,눈 ,Stone Music Entertainment,지니뮤직,강현준 ,2019.04.14~2019.04.20,14072782,41,"강현준 ,눈 ",가요 / 전체,03:25,혼성,그룹
6641,너도 그냥 날 놓아주면 돼,센토엔터테인먼트,지니뮤직,윤건,2019.04.14~2019.04.20,14057821,42,"윤건,너도 그냥 날 놓아주면 돼",가요 / 발라드,04:09,남성,솔로
6642,IDOL,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,13906588,43,"방탄소년단,IDOL",가요 / 랩/힙합,03:43,남성,그룹
6643,초록빛,뉴런뮤직,카카오 M,폴킴,2019.04.14~2019.04.20,13862147,44,"폴킴,초록빛",가요 / 발라드,03:46,남성,솔로
6644,사랑에 연습이 있었다면 ,"엔에스씨컴퍼니, 디원미디어",카카오 M,임재현,2019.04.14~2019.04.20,13749606,45,"임재현,사랑에 연습이 있었다면 ",가요 / 발라드,04:16,남성,솔로
6645,띵 ,"인디고뮤직, 딩고뮤직",카카오 M,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019.04.14~2019.04.20,13720026,46,"Jvcki Wai, Young B, Osshun Gum, 한요한,띵 ",POP / 랩/힙합,02:57,남성,솔로
6646,Mermaid,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.14~2019.04.20,13688984,47,"볼빨간사춘기,Mermaid",가요 / 인디,04:57,여성,솔로
6647,Way Back Home,디씨톰엔터테인먼트,Warner Music,숀 ,2019.04.14~2019.04.20,13309663,48,"숀 ,Way Back Home",가요 / 일렉트로니카,03:34,남성,솔로
6648,SOLO,YG Entertainment,YG PLUS,제니 ,2019.04.14~2019.04.20,12771677,49,"제니 ,SOLO",가요 / 랩/힙합,02:50,여성,솔로
6649,내 생에 아름다운,"뮤직앤뉴, 스튜디오앤뉴",뮤직앤뉴,케이윌 ,2019.04.14~2019.04.20,12360240,50,"케이윌 ,내 생에 아름다운",OST / 드라마,04:01,남성,솔로
6650,그러나,매직스트로베리사운드,카카오 M,10cm,2019.04.14~2019.04.20,12314777,51,"10cm,그러나",가요 / 인디,03:51,남성,솔로
6651,Don`t Know What To Do,YG Entertainment,YG Plus,BLACKPINK,2019.04.14~2019.04.20,12081729,52,"BLACKPINK,Don`t Know What To Do",가요 / 댄스,03:21,여성,그룹
6652,여자친구,"인디안레이블, 메이저나인",지니뮤직,하은요셉,2019.04.14~2019.04.20,12076016,53,"하은요셉,여자친구",가요 / 인디,03:14,남성,그룹
6653,YES or YES,JYP Entertainment,Dreamus,TWICE,2019.04.14~2019.04.20,12049065,54,"TWICE,YES or YES",가요 / 댄스,03:58,여성,그룹
6654,She ,페포니 뮤직,카카오 M,잔나비,2019.04.14~2019.04.20,11712657,55,"잔나비,She ",가요 / 인디,03:14,남성,밴드
6655,고백,브랜뉴뮤직,카카오 M,양다일,2019.04.14~2019.04.20,11460166,56,"양다일,고백",가요 / 발라드,03:31,남성,솔로
6656,이별하러 가는 길,모스트웍스,카카오 M,임한별,2019.04.14~2019.04.20,11246024,57,"임한별,이별하러 가는 길",가요 / 발라드,05:07,남성,솔로
6657,삐삐,카카오 M,카카오 M,아이유 ,2019.04.14~2019.04.20,11242086,58,"아이유 ,삐삐",가요 / R&B/소울,03:15,여성,솔로
6658,있어줄래,뮤직웍스,지니뮤직,길구봉구,2019.04.14~2019.04.20,11167399,59,"길구봉구,있어줄래",가요 / 발라드,03:55,남성,그룹
6659,7 rings,"Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.04.14~2019.04.20,11074093,60,"Ariana Grande,7 rings",POP / 팝,02:59,여성,솔로
6660,지나오다,닐로 컴퍼니,퍼플파인 엔터테인먼트,닐로 ,2019.04.14~2019.04.20,11008937,61,"닐로 ,지나오다",가요 / 발라드,04:41,남성,솔로
6661,나들이 갈까,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.14~2019.04.20,10956183,62,"볼빨간사춘기,나들이 갈까",가요 / 인디,03:05,여성,솔로
6662,벚꽃 엔딩,Stone Music Entertainment,Stone Music Entertainment,버스커 버스커 ,2019.04.14~2019.04.20,10919259,63,"버스커 버스커 ,벚꽃 엔딩",가요 / 락,04:21,남성,밴드
6663,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,Ariana Grande,2019.04.14~2019.04.20,10811566,64,"Ariana Grande,thank u, next",POP / 팝,03:27,여성,솔로
6664,비,뉴런뮤직,카카오 M,폴킴,2019.04.14~2019.04.20,10658266,65,"폴킴,비",가요 / R&B/소울,03:58,남성,솔로
6665,HERE ,Stone Music Entertainment,지니뮤직,김민규 ,2019.04.14~2019.04.20,10647736,66,"김민규 ,HERE ",가요 / 랩/힙합,03:50,남성,솔로
6666,열애중,메이저나인,지니뮤직,벤 ,2019.04.14~2019.04.20,10631126,67,"벤 ,열애중",가요 / 발라드,04:31,여성,솔로
6667,아낙네,YG Entertainment,YG PLUS,송민호,2019.04.14~2019.04.20,10335082,68,"송민호,아낙네",가요 / 랩/힙합,03:28,남성,솔로
6668,너는 어땠을까,씨제스엔터테인먼트,카카오 M,노을,2019.04.14~2019.04.20,9997246,69,"노을,너는 어땠을까",가요 / 발라드,04:22,남성,그룹
6669,가을 타나 봐,메이저나인,지니뮤직,바이브 ,2019.04.14~2019.04.20,9988264,70,"바이브 ,가을 타나 봐",가요 / 발라드,03:52,남성,그룹
6670,Paris In The Rain,뮤직테이블,NHN벅스,Lauv,2019.04.14~2019.04.20,9802646,71,"Lauv,Paris In The Rain",POP / 팝,03:25,남성,솔로
6671,밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,아이유 ,2019.04.14~2019.04.20,9711871,72,"아이유 ,밤편지",가요 / 발라드,04:13,여성,솔로
6672,야간비행 ,JYP Entertainment,Dreamus,백예린,2019.04.14~2019.04.20,9540363,73,"백예린,야간비행 ",가요 / R&B/소울,04:05,여성,솔로
6673,흔한 이별,플레이엠엔터테인먼트,카카오 M,허각,2019.04.14~2019.04.20,9495682,74,"허각,흔한 이별",가요 / 발라드,04:12,남성,솔로
6674,MILLIONS,YG Entertainment,YG PLUS,WINNER,2019.04.14~2019.04.20,9471189,75,"WINNER,MILLIONS",가요 / 댄스,03:28,남성,그룹
6675,Seattle Alone,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.14~2019.04.20,9379096,76,"볼빨간사춘기,Seattle Alone",가요 / 인디,03:34,여성,솔로
6676,하루도 그대를 사랑하지 않은 적이 없었다,NH EMG,인터파크,임창정,2019.04.14~2019.04.20,9300027,77,"임창정,하루도 그대를 사랑하지 않은 적이 없었다",가요 / 발라드,04:03,남성,솔로
6677,일산으로,버스커버스커,카카오 M,장범준,2019.04.14~2019.04.20,8794536,78,"장범준,일산으로",가요 / 락,03:46,남성,솔로
6678,혼자,씨제스엔터테인먼트,카카오 M,거미,2019.04.14~2019.04.20,8702888,79,"거미,혼자",가요 / 발라드,04:32,여성,솔로
6679,Good Day ,Stone Music Entertainment,지니뮤직,"pH-1, Kid Milli, 루피",2019.04.14~2019.04.20,8675122,80,"pH-1, Kid Milli, 루피 ,Good Day",가요 / 랩/힙합,04:27,남성,프로젝트
6680,Love Shot,SM Entertainment,Dreamus,EXO,2019.04.14~2019.04.20,8422687,81,"EXO,Love Shot",가요 / 댄스,03:20,남성,그룹
6681,Blue,SM Entertainment,Dreamus,태연 ,2019.04.14~2019.04.20,8314074,82,"태연 ,Blue",가요 / 발라드,03:33,여성,솔로
6682,Senorita,큐브엔터테인먼트,카카오 M,(여자)아이들,2019.04.14~2019.04.20,8304681,83,"(여자)아이들,Senorita",가요 / 댄스,03:18,여성,그룹
6683,미운 날 ,리메즈,Universal Music,닐로 ,2019.04.14~2019.04.20,8114674,84,"닐로 ,미운 날 ",가요 / 발라드,05:12,남성,솔로
6684,아름답고도 아프구나,큐브엔터테인먼트,카카오 M,비투비 ,2019.04.14~2019.04.20,8099208,85,"비투비 ,아름답고도 아프구나",가요 / 발라드,04:00,남성,그룹
6685,뚜두뚜두 ,YG Entertainment,YG PLUS,BLACKPINK,2019.04.14~2019.04.20,7944325,86,"BLACKPINK,뚜두뚜두 ",가요 / 댄스,03:29,여성,그룹
6686,그러니까 ,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.04.14~2019.04.20,7776859,87,"헤이즈 ,그러니까 ",가요 / R&B/소울,03:02,여성,솔로
6687,라비앙로즈 ,"Stone Music Entertainment, OFF THE RECORD Entertainment",지니뮤직,IZ*ONE ,2019.04.14~2019.04.20,7523298,88,"IZ*ONE ,라비앙로즈 ",가요 / 댄스,03:39,여성,그룹
6688,나는 볼 수 없던 이야기,카카오 M,카카오 M,잔나비,2019.04.14~2019.04.20,7512532,89,"잔나비,나는 볼 수 없던 이야기",OST / 드라마,03:44,남성,밴드
6689,여행,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.14~2019.04.20,7448075,90,"볼빨간사춘기,여행",가요 / 인디,03:41,여성,솔로
6690,그리워하다,큐브엔터테인먼트,카카오 M,비투비 ,2019.04.14~2019.04.20,7158790,91,"비투비 ,그리워하다",가요 / 발라드,03:57,남성,그룹
6691,우주선,안테나뮤직,카카오 M,정승환,2019.04.14~2019.04.20,7122118,92,"정승환,우주선",가요 / 발라드,04:05,남성,솔로
6692,FAKE LOVE,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,7097730,93,"방탄소년단,FAKE LOVE",가요 / 랩/힙합,04:02,남성,그룹
6693,미안해,브랜뉴뮤직,카카오 M,양다일,2019.04.14~2019.04.20,6890911,94,"양다일,미안해",가요 / R&B/소울,03:49,남성,솔로
6694,호불호 ,AOMG,"지니뮤직, Stone Music Entertainment",우원재,2019.04.14~2019.04.20,6890048,95,"우원재,호불호 ",가요 / 랩/힙합,02:43,남성,솔로
6695,너 없인 안 된다,큐브엔터테인먼트,카카오 M,비투비 ,2019.04.14~2019.04.20,6867332,96,"비투비 ,너 없인 안 된다",가요 / 발라드,03:47,남성,그룹
6696,Tempo,SM Entertainment,Dreamus,EXO,2019.04.14~2019.04.20,6834039,97,"EXO,Tempo",가요 / 댄스,03:45,남성,그룹
6697,flex ,"인디고뮤직, 딩고뮤직",카카오 M,"기리보이, Kid Milli, NO:EL, 스윙스 ",2019.04.14~2019.04.20,6455262,98,"기리보이, Kid Milli, NO:EL, 스윙스 ,flex ",가요 / 랩/힙합,03:46,남성,프로젝트
6698,꽃 ,SM Entertainment,Dreamus,첸 ,2019.04.14~2019.04.20,6306474,99,"첸 ,꽃 ",가요 / 발라드,04:01,남성,솔로
6699,Dance The Night Away,JYP Entertainment,Dreamus,TWICE,2019.04.14~2019.04.20,6263791,100,"TWICE,Dance The Night Away",가요 / 댄스,03:01,여성,그룹
6700,그모습 그대로,버스커버스커,카카오 M,장범준,2019.04.14~2019.04.20,6169390,101,"장범준,그모습 그대로",가요 / 락,03:19,남성,솔로
6701,Shape of You,Atlantic Records UK,Warner Music,Ed Sheeran,2019.04.14~2019.04.20,6015141,102,"Ed Sheeran,Shape of You",POP / 팝,03:54,남성,솔로
