,name,production,distributor,artist,time,score,rank,name_artist,장르,런타임,성별,활동유형
6702,선물,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.04.14~2019.04.20,5926428,103,"멜로망스,선물",가요 / 인디,04:21,남성,듀엣
6703,DNA,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,5809784,104,"방탄소년단,DNA",가요 / 랩/힙합,03:43,남성,그룹
6704,그날처럼,리메즈,카카오 M,장덕철,2019.04.14~2019.04.20,5725989,105,"장덕철,그날처럼",가요 / 발라드,03:53,남성,그룹
6705,comethru,Universal Music,Universal Music,Jeremy Zucker,2019.04.14~2019.04.20,5474420,106,"Jeremy Zucker,comethru",POP / 팝,03:02,남성,솔로
6706,bad guy,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.04.14~2019.04.20,5464940,107,"Billie Eilish,bad guy",POP / 락,03:14,여성,솔로
6707,가을 안부,먼데이키즈 컴퍼니,지니뮤직,먼데이 키즈 ,2019.04.14~2019.04.20,5274211,108,"먼데이 키즈 ,가을 안부",가요 / 발라드,05:03,남성,솔로
6708,I`m So Hot,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드 ,2019.04.14~2019.04.20,5235195,109,"모모랜드 ,I`m So Hot",가요 / 댄스,03:20,여성,그룹
6709,누아르 ,메이크어스엔터테인먼트,카카오 M,선미,2019.04.14~2019.04.20,5099351,110,"선미,누아르 ",가요 / 댄스,03:30,여성,솔로
6710,투게더!,페포니 뮤직,카카오 M,잔나비,2019.04.14~2019.04.20,5065576,111,"잔나비,투게더!",가요 / 인디,03:06,남성,밴드
6711,Youth,Universal Music,Universal Music,Troye Sivan,2019.04.14~2019.04.20,5018640,112,"Troye Sivan,Youth",POP / 팝,03:05,남성,솔로
6712,사이렌 ,메이크어스엔터테인먼트,카카오 M,선미,2019.04.14~2019.04.20,4990613,113,"선미,사이렌 ",가요 / 댄스,03:19,여성,솔로
6713,헤어지는 중,냠냠엔터테인먼트,카카오 M,펀치 ,2019.04.14~2019.04.20,4984291,114,"펀치 ,헤어지는 중",가요 / R&B/소울,03:43,여성,솔로
6714,문제아 ,영앤리치 레코즈,카카오 M,"수퍼비, UNEDUCATED KID",2019.04.14~2019.04.20,4962073,115,"수퍼비, UNEDUCATED KID,문제아 ",가요 / 랩/힙합,03:04,남성,프로젝트
6715,잊어가지마 ,하얀달엔터테인먼트,카카오 M,윤미래 ,2019.04.14~2019.04.20,4955510,116,"윤미래 ,잊어가지마 ",가요 / R&B/소울,03:13,여성,솔로
6716,오늘 밤에,뮤직K,카카오 M,홍진영,2019.04.14~2019.04.20,4935638,117,"홍진영,오늘 밤에",가요 / 트로트,03:01,여성,솔로
6717,내가 날 모르는 것처럼 ,JYP Entertainment,Dreamus,백예린,2019.04.14~2019.04.20,4920477,118,"백예린,내가 날 모르는 것처럼 ",가요 / R&B/소울,03:59,여성,솔로
6718,해야 ,쏘스뮤직,카카오 M,여자친구 ,2019.04.14~2019.04.20,4920417,119,"여자친구 ,해야 ",가요 / 댄스,03:37,여성,그룹
6719,알았다면,리메즈,카카오 M,장덕철,2019.04.14~2019.04.20,4892692,120,"장덕철,알았다면",가요 / 발라드,04:03,남성,그룹
6720,첫눈처럼 너에게 가겠다,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment",에일리 ,2019.04.14~2019.04.20,4890294,121,"에일리 ,첫눈처럼 너에게 가겠다",OST / 드라마,03:50,여성,솔로
6721,사랑을 했다 ,YG Entertainment,YG PLUS,iKON,2019.04.14~2019.04.20,4853625,122,"iKON,사랑을 했다 ",가요 / 랩/힙합,03:30,남성,그룹
6722,취하고 싶다 ,678 MUSIC,뮤직파운드,황인욱,2019.04.14~2019.04.20,4852880,123,"황인욱,취하고 싶다 ",가요 / 발라드,03:44,남성,솔로
6723,HandClap,Elektra,Warner Music,Fitz & The Tantrums,2019.04.14~2019.04.20,4828907,124,"Fitz & The Tantrums,HandClap",POP / 팝,03:13,혼성,밴드
6724,Make it count,젤리피쉬 엔터테인먼트,카카오 M,첸 ,2019.04.14~2019.04.20,4823316,125,"첸 ,Make it count",OST / 드라마,03:26,남성,솔로
6725,November Rain,페포니 뮤직,지니뮤직,잔나비,2019.04.14~2019.04.20,4799835,126,"잔나비,November Rain",가요 / 인디,04:18,남성,밴드
6726,오랜만이야 ,AOMG,카카오 M,로꼬 ,2019.04.14~2019.04.20,4790928,127,"로꼬 ,오랜만이야 ",가요 / 랩/힙합,03:26,남성,솔로
6727,FRIENDS,Atlantic Records UK,Warner Music,"Marshmello, Anne-Marie",2019.04.14~2019.04.20,4756823,128,"Marshmello, Anne-Marie,FRIENDS",POP / 팝,03:23,혼성,프로젝트
6728,처음 만날때처럼,스포트라이트,카카오 M,잔나비,2019.04.14~2019.04.20,4750424,129,"잔나비,처음 만날때처럼",가요 / 인디,03:24,남성,밴드
6729,하고 싶던 말 ,SM Entertainment,Dreamus,첸 ,2019.04.14~2019.04.20,4662795,130,"첸 ,하고 싶던 말 ",가요 / 발라드,04:26,남성,솔로
6730,시간이 들겠지 ,AOMG,카카오 M,로꼬 ,2019.04.14~2019.04.20,4631483,131,"로꼬 ,시간이 들겠지 ",가요 / 랩/힙합,03:52,남성,솔로
6731,첫눈에,"Stone Music Entertainment, Studio blu",지니뮤직,헤이즈 ,2019.04.14~2019.04.20,4623704,132,"헤이즈 ,첫눈에",가요 / R&B/소울,03:26,여성,솔로
6732,Havana ,Syco Music/Epic,Sony Music,Camila Cabello,2019.04.14~2019.04.20,4530684,133,"Camila Cabello,Havana ",POP / 팝,03:37,여성,솔로
6733,봄 사랑 벚꽃 말고,엔에이피엔터테인먼트,카카오 M,"HIGH4, 아이유",2019.04.14~2019.04.20,4494205,134,"HIGH4, 아이유 ,봄 사랑 벚꽃 말고",가요 / 락,02:48,여성,솔로
6734,IndiGO,인디고뮤직,카카오 M,저스디스 ,2019.04.14~2019.04.20,4491148,135,"저스디스 ,IndiGO",가요 / 랩/힙합,04:01,남성,프로젝트
6735,I`m Fine,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,4471585,136,"방탄소년단,I`m Fine",가요 / 랩/힙합,04:00,남성,그룹
6736,우리 애는요,페포니 뮤직,카카오 M,잔나비,2019.04.14~2019.04.20,4466497,137,"잔나비,우리 애는요",가요 / 인디,02:39,남성,밴드
6737,Roller Coaster,MNH Entertainment,"지니뮤직, Stone Music Entertainment",청하,2019.04.14~2019.04.20,4441133,138,"청하,Roller Coaster",가요 / 댄스,03:33,여성,솔로
6738,Attention,Artist Partners,Warner Music,Charlie Puth,2019.04.14~2019.04.20,4373188,139,"Charlie Puth,Attention",POP / 팝,03:32,남성,솔로
6739,사랑의 말 ,SM Entertainment,Dreamus,첸 ,2019.04.14~2019.04.20,4368887,140,"첸 ,사랑의 말 ",가요 / 발라드,03:37,남성,솔로
6740,i`m so tired...,뮤직테이블,NHN벅스,"Lauv, Troye Sivan",2019.04.14~2019.04.20,4345687,141,"Lauv, Troye Sivan,i`m so tired...",POP / 팝,02:43,남성,프로젝트
6741,Universe ,플레디스,Stone Music Entertainment,민현,2019.04.14~2019.04.20,4343107,142,"민현,Universe ",가요 / 댄스,03:22,남성,솔로
6742,주지마,한국방송공사,카카오 M,"로꼬, 화사",2019.04.14~2019.04.20,4337718,143,"로꼬, 화사,주지마",가요 / 발라드,03:52,혼성,프로젝트
6743,Believer,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.04.14~2019.04.20,4297818,144,"Imagine Dragons,Believer",POP / 락,03:24,남성,그룹
6744,You,JTBC,인터파크,멜로망스,2019.04.14~2019.04.20,4290970,145,"멜로망스,You",가요 / 발라드,04:32,남성,듀엣
6745,Forever Young,YG Entertainment,YG PLUS,BLACKPINK,2019.04.14~2019.04.20,4284804,146,"BLACKPINK,Forever Young",가요 / 댄스,03:57,여성,그룹
6746,나무,"더파이브문화산업전문회사, 두루두루 아티스트 컴퍼니",카카오 M,카더가든,2019.04.14~2019.04.20,4218704,147,"카더가든,나무",가요 / 발라드,03:53,남성,솔로
6747,Kick It,YG Entertainment,YG Plus,BLACKPINK,2019.04.14~2019.04.20,4180116,148,"BLACKPINK,Kick It",가요 / 락,03:11,여성,그룹
6748,슬픈가요,메이저나인,지니뮤직,바이브 ,2019.04.14~2019.04.20,4173757,149,"바이브 ,슬픈가요",가요 / 발라드,03:47,남성,그룹
6749,붕붕 ,Stone Music Entertainment,지니뮤직,김하온 ,2019.04.14~2019.04.20,4169054,150,"김하온 ,붕붕 ",가요 / 랩/힙합,03:55,남성,솔로
6750,전하지 못한 진심 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,4159635,151,"방탄소년단,전하지 못한 진심 ",가요 / 발라드,04:02,남성,그룹
6751,My Way,"윈드밀이엔티, 뮤직버디",뮤직앤뉴,이수,2019.04.14~2019.04.20,4149860,152,"이수,My Way",OST / 드라마,04:39,남성,솔로
6752,Answer _ Love Myself,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,4115366,153,"방탄소년단,Answer _ Love Myself",가요 / 랩/힙합,04:11,남성,그룹
6753,먼저 가 있을게 ,SM Entertainment,Dreamus,첸 ,2019.04.14~2019.04.20,4080597,154,"첸 ,먼저 가 있을게 ",가요 / 발라드,04:13,남성,솔로
6754,"시작됐나, 봄",리메즈,카카오 M,장덕철,2019.04.14~2019.04.20,4073420,155,"장덕철,시작됐나, 봄",가요 / 발라드,04:20,남성,그룹
6755,행복,로맨틱팩토리,Warner Music,오반 ,2019.04.14~2019.04.20,4013769,156,"오반 ,행복",가요 / 인디,04:07,남성,솔로
6756,꿈과 책과 힘과 벽,페포니 뮤직,카카오 M,잔나비,2019.04.14~2019.04.20,4012940,157,"잔나비,꿈과 책과 힘과 벽",가요 / 인디,04:57,남성,밴드
6757,우리 그만하자,Stone Music Entertainment,지니뮤직,로이킴,2019.04.14~2019.04.20,4007491,158,"로이킴,우리 그만하자",가요 / 발라드,04:18,남성,솔로
6758,비도 오고 그래서 ,Stone Music Entertainment,지니뮤직,헤이즈 ,2019.04.14~2019.04.20,3952424,159,"헤이즈 ,비도 오고 그래서 ",가요 / 랩/힙합,03:25,여성,솔로
6759,Euphoria,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.14~2019.04.20,3945967,160,"방탄소년단,Euphoria",가요 / 랩/힙합,03:49,남성,그룹
6760,나의 사춘기에게,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.14~2019.04.20,3944199,161,"볼빨간사춘기,나의 사춘기에게",가요 / 인디,03:43,여성,솔로
6761,Thunder,"KIDinaKORNER, Interscope Records",Universal Music,Imagine Dragons,2019.04.14~2019.04.20,3939126,162,"Imagine Dragons,Thunder",POP / 락,03:07,남성,그룹
6762,뿜뿜,"엠엘디엔터테인먼트, 카카오 M",카카오 M,모모랜드 ,2019.04.14~2019.04.20,3938914,163,"모모랜드 ,뿜뿜",가요 / 댄스,03:29,여성,그룹
6763,이 별,뮤직웍스,지니뮤직,길구봉구,2019.04.14~2019.04.20,3895130,164,"길구봉구,이 별",가요 / 발라드,03:58,남성,그룹
6764,미안해 ,큐브엔터테인먼트,카카오 M,비투비 ,2019.04.14~2019.04.20,3883895,165,"비투비 ,미안해 ",가요 / 발라드,04:10,남성,그룹
6765,사랑해서 그래,Stone Music Entertainment,지니뮤직,강민경,2019.04.14~2019.04.20,3882652,166,"강민경,사랑해서 그래",가요 / 발라드,04:44,여성,솔로
6766,Snowman,"Monkey Puzzle, Atlantic",Warner Music,Sia,2019.04.14~2019.04.20,3869581,167,"Sia,Snowman",POP / 팝,02:46,여성,솔로
6767,Love Yourself,"Def Jam Recordings, a division of UMG Recordings, Inc",Universal Music,Justin Bieber,2019.04.14~2019.04.20,3862275,168,"Justin Bieber,Love Yourself",POP / 팝,03:54,남성,솔로
6768,Freedumb ,Stone Music Entertainment,지니뮤직,양승호 ,2019.04.14~2019.04.20,3848968,169,"양승호 ,Freedumb ",가요 / 랩/힙합,03:36,남성,솔로
6769,넋두리,닐로엔터테인먼트,루미넌트엔터테인먼트,닐로 ,2019.04.14~2019.04.20,3805511,170,"닐로 ,넋두리",가요 / 발라드,05:07,남성,솔로
6770,Closer ,"Disruptor Records, Columbia",Sony Music,The Chainsmokers,2019.04.14~2019.04.20,3792559,171,"The Chainsmokers,Closer ",POP / 팝,04:06,남성,듀엣
6771,이밤,버스커버스커,카카오 M,장범준,2019.04.14~2019.04.20,3791560,172,"장범준,이밤",가요 / 락,03:17,남성,솔로
6772,좋니,미스틱스토리,카카오 M,윤종신,2019.04.14~2019.04.20,3767318,173,"윤종신,좋니",가요 / 발라드,05:28,남성,솔로
6773,All Falls Down ,MER Musikk,Sony Music,Alan Walker,2019.04.14~2019.04.20,3758999,174,"Alan Walker,All Falls Down ",POP / 일렉트로니카,03:19,남성,솔로
6774,시차 ,AOMG,"지니뮤직, Stone Music Entertainment",우원재,2019.04.14~2019.04.20,3754052,175,"우원재,시차 ",가요 / 랩/힙합,03:16,남성,솔로
6775,널 그리다 ,SM Entertainment,Dreamus,첸 ,2019.04.14~2019.04.20,3746567,176,"첸 ,널 그리다 ",가요 / 발라드,04:13,남성,솔로
6776,그때 헤어지면 돼,"Stone Music Entertainment, MMO Entertainment",지니뮤직,로이킴,2019.04.14~2019.04.20,3733880,177,"로이킴,그때 헤어지면 돼",가요 / 발라드,04:09,남성,솔로
6777,One Call Away,Artist Partners,Warner Music,Charlie Puth,2019.04.14~2019.04.20,3722271,178,"Charlie Puth,One Call Away",가요 / 락,03:11,여성,그룹
6778,나의 기쁨 나의 노래 ,페포니 뮤직,카카오 M,잔나비,2019.04.14~2019.04.20,3681954,179,"잔나비,나의 기쁨 나의 노래 ",가요 / 인디,03:36,남성,밴드
6779,별 헤는 밤 ,Stone Music Entertainment,지니뮤직,김민규 ,2019.04.14~2019.04.20,3658601,180,"김민규 ,별 헤는 밤 ",가요 / 랩/힙합,03:16,남성,프로젝트
6780,우주를 줄게,쇼파르뮤직,NHN벅스,볼빨간사춘기,2019.04.14~2019.04.20,3638354,181,"볼빨간사춘기,우주를 줄게",가요 / 인디,03:34,여성,솔로
6781,We Don`t Talk Anymore ,Artist Partners,Warner Music,Charlie Puth,2019.04.14~2019.04.20,3521598,182,"Charlie Puth,We Don`t Talk Anymore ",POP / 팝,03:38,남성,솔로
6782,Sunflower ,Universal Music,Universal Music,Post Malone & Swae Lee,2019.04.14~2019.04.20,3520356,183,"Post Malone & Swae Lee,Sunflower ",OST / 애니메이션/게임,02:38,남성,프로젝트
6783,사랑했지만,아이스타 네트워크,킹핀엔터테인먼트,김길중,2019.04.14~2019.04.20,3477832,184,"김길중,사랑했지만",가요 / 발라드,05:01,남성,솔로
6784,습관 ,디씨톰엔터테인먼트,Warner Music,숀 ,2019.04.14~2019.04.20,3358995,185,"숀 ,습관 ",가요 / 일렉트로니카,03:33,남성,솔로
6785,지구멸망 ,Stone Music Entertainment,지니뮤직,양승호 ,2019.04.14~2019.04.20,3357880,186,"양승호 ,지구멸망 ",가요 / 랩/힙합,03:42,남성,솔로
6786,어디에도,뮤직앤뉴,뮤직앤뉴,엠씨더맥스 ,2019.04.14~2019.04.20,3317895,187,"엠씨더맥스 ,어디에도",가요 / 발라드,05:31,남성,밴드
6787,동화,"민트페이퍼, 광합성",카카오 M,멜로망스,2019.04.14~2019.04.20,3314161,188,"멜로망스,동화",가요 / 인디,03:47,남성,듀엣
6788,눈사람,안테나뮤직,지니뮤직,정승환,2019.04.14~2019.04.20,3303222,189,"정승환,눈사람",가요 / 발라드,03:56,남성,솔로
6789,What is Love?,JYP Entertainment,Dreamus,TWICE,2019.04.14~2019.04.20,3296074,190,"TWICE,What is Love?",가요 / 댄스,03:28,여성,그룹
6790,Idontwannabeyouanymore,"Darkroom, Interscope Records",Universal Music,Billie Eilish,2019.04.14~2019.04.20,3276210,191,"Billie Eilish,Idontwannabeyouanymore",POP / 락,03:24,여성,솔로
6791,썸 탈꺼야,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.14~2019.04.20,3269059,192,"볼빨간사춘기,썸 탈꺼야",가요 / 인디,03:01,여성,솔로
6792,There`s Nothing Holdin` Me Back,"Island Records, a division of UMG Recordings, Inc.",Universal Music,Shawn Mendes,2019.04.14~2019.04.20,3267732,193,"Shawn Mendes,There`s Nothing Holdin` Me Back",POP / 팝,03:20,남성,솔로
6793,Faded,MER Musikk,Sony Music,Alan Walker,2019.04.14~2019.04.20,3254433,194,"Alan Walker,Faded",POP / 일렉트로니카,03:33,남성,솔로
6794,Home,플레디스,카카오 M,세븐틴,2019.04.14~2019.04.20,3244060,195,"세븐틴,Home",가요 / R&B/소울,03:24,남성,그룹
6795,별이 빛나는 밤,RBW,카카오 M,마마무 ,2019.04.14~2019.04.20,3237680,196,"마마무 ,별이 빛나는 밤",가요 / 댄스,03:31,여성,그룹
6796,잘 지내요,씨그널엔터테인먼트그룹,지니뮤직,정승환,2019.04.14~2019.04.20,3227026,197,"정승환,잘 지내요",OST / 드라마,03:48,남성,솔로
6797,지켜줄게,JYP Entertainment,Dreamus,백예린,2019.04.14~2019.04.20,3211993,198,"백예린,지켜줄게",가요 / 블루스/포크,03:45,여성,솔로
6798,Something Just Like This,"Disruptor Records, Columbia",Sony Music,"The Chainsmokers, Coldplay",2019.04.14~2019.04.20,3198065,199,"The Chainsmokers, Coldplay,Something Just Like This",POP / 팝,04:07,남성,프로젝트
6799,Chandelier,Monkey Puzzle Records,Sony Music,Sia,2019.04.14~2019.04.20,3169787,200,"Sia,Chandelier",POP / 팝,03:36,여성,솔로
6800,작은 것들을 위한 시 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.21~2019.04.27,51568428,1,"방탄소년단,작은 것들을 위한 시 ",가요 / 랩/힙합,03:50,남성,그룹
6801,주저하는 연인들을 위해,페포니 뮤직,카카오 M,잔나비,2019.04.21~2019.04.27,51256135,2,"잔나비,주저하는 연인들을 위해",가요 / 인디,04:25,남성,밴드
6802,"나만, 봄",쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.21~2019.04.27,41445698,3,"볼빨간사춘기,나만, 봄",가요 / 인디,03:37,여성,솔로
6803,FANCY,JYP Entertainment,Dreamus,TWICE,2019.04.21~2019.04.27,38119749,4,"TWICE,FANCY",가요 / 댄스,03:34,여성,그룹
6804,사계 ,SM Entertainment,Dreamus,태연 ,2019.04.21~2019.04.27,35514573,5,"태연 ,사계 ",가요 / 발라드,03:08,여성,솔로
6805,Kill This Love,YG Entertainment,YG Plus,BLACKPINK,2019.04.21~2019.04.27,35325270,6,"BLACKPINK,Kill This Love",가요 / 랩/힙합,03:09,여성,그룹
6806,노래방에서,버스커버스커,카카오 M,장범준,2019.04.21~2019.04.27,31077938,7,"장범준,노래방에서",가요 / 락,04:00,남성,솔로
6807,별 보러 갈래?,쇼파르뮤직,카카오 M,볼빨간사춘기,2019.04.21~2019.04.27,27682792,8,"볼빨간사춘기,별 보러 갈래?",가요 / 인디,03:21,여성,솔로
6808,당신과는 천천히,버스커버스커,카카오 M,장범준,2019.04.21~2019.04.27,26666018,9,"장범준,당신과는 천천히",가요 / 락,04:00,남성,솔로
6809,그때가 좋았어,넥스타엔터테인먼트,카카오 M,케이시 ,2019.04.21~2019.04.27,26037904,10,"케이시 ,그때가 좋았어",가요 / 발라드,03:55,여성,솔로
6810,옥탑방,FNC엔터테인먼트,카카오 M,엔플라잉 ,2019.04.21~2019.04.27,25523841,11,"엔플라잉 ,옥탑방",가요 / 락,03:31,남성,밴드
6811,소우주 ,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.21~2019.04.27,24110502,12,"방탄소년단,소우주 ",가요 / 랩/힙합,03:44,남성,그룹
6812,달라달라,JYP Entertainment,Dreamus,ITZY ,2019.04.21~2019.04.27,23302260,13,"ITZY ,달라달라",가요 / 댄스,03:20,여성,그룹
6813,사월이 지나면 우리 헤어져요 ,SM Entertainment,Dreamus,첸 ,2019.04.21~2019.04.27,22999704,14,"첸 ,사월이 지나면 우리 헤어져요 ",가요 / 발라드,04:30,남성,솔로
6814,2002,Atlantic Records UK,Warner Music,Anne-Marie,2019.04.21~2019.04.27,21752086,15,"Anne-Marie,2002",POP / 팝,03:07,여성,솔로
6815,뜨거운 여름밤은 가고 남은 건 볼품없지만,페포니 뮤직,카카오 M,잔나비,2019.04.21~2019.04.27,21595284,16,"잔나비,뜨거운 여름밤은 가고 남은 건 볼품없지만",가요 / 발라드,04:03,남성,밴드
6816,Make It Right,빅히트 엔터테인먼트,Dreamus,방탄소년단,2019.04.21~2019.04.27,21005475,17,"방탄소년단,Make It Right",가요 / 랩/힙합,03:46,남성,그룹
6817,그건 아마 우리의 잘못은 아닐 거야,JYP Entertainment,Dreamus,백예린,2019.04.21~2019.04.27,20681103,18,"백예린,그건 아마 우리의 잘못은 아닐 거야",가요 / R&B/소울,03:53,여성,솔로
