주간,순위,song,name,lastweek_rank,지속기간,변경,조회수
20190823-20190829,89위,How Do You Sleep?,Sam Smith(샘 스미스),--,4 weeks,--,173K
20190823-20190829,90위,Thinking out Loud,Ed Sheeran(에드 시런),지난주 #86,6 weeks,11.9%,170K
20190823-20190829,91위,Gashina,선미 (SUNMI),--,36 weeks,--,169K
20190823-20190829,92위,기억하나요 내 모든 날과 그때를,거미,지난주 #78,4 weeks,6%,167K
20190823-20190829,93위,Cheap Thrills,Sia(시아),지난주 #85,4 weeks,7.7%,164K
20190823-20190829,94위,Shauq Marran Da,Sabrina Sapal,--,1 week,--,164K
20190823-20190829,95위,Rumor,국.슈 (국프의 핫이슈),--,10 weeks,--,160K
20190823-20190829,96위,TWIT (멍청이),화사,--,22 weeks,--,158K
20190823-20190829,97위,Boogie Up,우주소녀,지난주 #81,12 weeks,2%,157K
20190823-20190829,98위,"Talk (Khalid(칼리드), 메건 더 스탤리언 & Yo Gotti)",Khalid(칼리드),--,11 weeks,--,156K
20190823-20190829,99위,Beautiful People (feat. Khalid(칼리드)),Ed Sheeran(에드 시런),지난주 #98,6 weeks,11.3%,154K
20190823-20190829,100위,Blood Sweat & Tears (피 땀 눈물),방탄소년단,--,48 weeks,--,154K
20190816-20190822,1위,ICY,ITZY,지난주 #1,4 weeks,-27.9%,2.45M
20190816-20190822,2위,FANCY,TWICE(트와이스),지난주 #2,18 weeks,-21.5%,951K
20190816-20190822,3위,Phocha (포장마차),황인욱 (Hwang In Wook),지난주 #11,9 weeks,14.5%,950K
20190816-20190822,4위,Senorita (Shawn Mendes(션 멘데스) & Camila Cabello(카밀라 카베요)),Shawn Mendes(션 멘데스),지난주 #9,9 weeks,2.3%,938K
20190816-20190822,5위,Boy With Luv (feat. Halsey(할시)),방탄소년단,지난주 #7,19 weeks,-7.8%,885K
20190816-20190822,6위,2002,Anne-Marie,지난주 #4,37 weeks,-15.6%,873K
20190816-20190822,7위,Snapping,청하,지난주 #6,8 weeks,-11.2%,870K
20190816-20190822,8위,오늘도 빛나는 너에게 (To You My Light) (feat. 이라온),마크툽(MAKTUB),지난주 #10,10 weeks,-7.8%,836K
20190816-20190822,9위,헤어져줘서 고마워,벤 BEN,지난주 #5,7 weeks,-19.1%,829K
20190816-20190822,10위,술이 문제야 (Drunk On Love) (장혜진 & 윤민수),장혜진,지난주 #8,9 weeks,-21.4%,740K
20190816-20190822,11위,달라달라 (DALLA DALLA),ITZY,지난주 #14,28 weeks,-12%,706K
20190816-20190822,12위,Speechless (Full),나오미 스콧,지난주 #13,13 weeks,-18.7%,660K
20190816-20190822,13위,Kill This Love,BLACKPINK,지난주 #17,20 weeks,-6.8%,657K
20190816-20190822,14위,bad guy,빌리 아일리시,지난주 #15,21 weeks,-15.2%,643K
20190816-20190822,15위,Lean On Me (나의 어깨에 기대어요),10cm(십센치),지난주 #27,5 weeks,18.1%,550K
20190816-20190822,16위,시든 꽃에 물을 주듯,박혜원(HYNN),지난주 #36,4 weeks,30.7%,527K
20190816-20190822,17위,Uh-Oh,(여자)아이들,지난주 #20,8 weeks,-12.2%,523K
20190816-20190822,18위,짐살라빔 (Zimzalabim),Red Velvet,지난주 #18,9 weeks,-15%,515K
20190816-20190822,19위,가라사대 (GOTTASADAE),BewhY(비와이),지난주 #24,4 weeks,-4.3%,494K
20190816-20190822,20위,Another Day (먼데이 키즈(Monday Kiz) & 펀치),먼데이 키즈(Monday Kiz),지난주 #29,6 weeks,4.5%,468K
20190816-20190822,21위,니 소식,Ha Yea Song(송하예),지난주 #31,10 weeks,2.1%,440K
20190816-20190822,22위,BUNGEE (Fall in Love),오마이걸(OH MY GIRL),지난주 #21,2 weeks,-21.2%,440K
20190816-20190822,23위,다시 사랑한다면 (니글니글 버터플라이),김필 (Kim Feel),지난주 #33,4 weeks,3%,432K
20190816-20190822,24위,Violeta (비올레타),아이즈원,지난주 #28,21 weeks,-6.3%,430K
20190816-20190822,25위,내 안부,이우,지난주 #35,5 weeks,3.3%,426K
20190816-20190822,26위,내 목소리 들리니,벤,지난주 #30,2 weeks,-12.4%,385K
20190816-20190822,27위,HIT,세븐틴(SEVENTEEN),지난주 #19,2 weeks,-38%,372K
20190816-20190822,28위,La Vie en Rose,IZ*ONE (아이즈원),지난주 #38,43 weeks,-6.6%,365K
20190816-20190822,29위,YES or YES,TWICE(트와이스),지난주 #22,42 weeks,-34.7%,358K
20190816-20190822,30위,A Whole New World (미나 마수드 & 나오미 스콧),미나 마수드,지난주 #26,13 weeks,-24.9%,352K
20190816-20190822,31위,"AMBITION (feat. ASH ISLAND, 김효은, 해쉬 스완(Hash Swan) & 창모(CHANGMO))",릴러말즈(Leellamarz),지난주 #39,8 weeks,-12.1%,343K
20190816-20190822,32위,IDOL,방탄소년단,--,1 week,--,333K
20190816-20190822,33위,BIRTHDAY,전소미,지난주 #40,10 weeks,-8.7%,329K
20190816-20190822,34위,벌써 12시 (Gotta Go),청하,지난주 #41,34 weeks,-8.4%,315K
20190816-20190822,35위,Me After You (너를 만나),폴킴(Paul Kim),지난주 #51,42 weeks,5.3%,298K
20190816-20190822,36위,SOLO,제니,지난주 #42,41 weeks,-10.5%,295K
20190816-20190822,37위,Rooftop (옥탑방),엔플라잉,지난주 #44,28 weeks,-9.4%,295K
20190816-20190822,38위,Chica,청하,지난주 #37,5 weeks,-26%,294K
20190816-20190822,39위,BIM BAM BUM,Rocket Punch,지난주 #23,2 weeks,-44.1%,290K
20190816-20190822,40위,사계 (Four Seasons),태연(TAEYEON),지난주 #47,22 weeks,-9.2%,285K
20190816-20190822,41위,사랑 참,장윤정,지난주 #52,18 weeks,1%,285K
20190816-20190822,42위,Winter Bear,김태현,지난주 #12,2 weeks,-65.6%,283K
20190816-20190822,43위,BBIBBI(삐삐),아이유(IU),지난주 #55,28 weeks,6.2%,281K
20190816-20190822,44위,너에게 못했던 내 마지막 말은 Unspoken Words,다비치,지난주 #48,14 weeks,-6.7%,279K
20190816-20190822,45위,If there was practice in love(사랑에 연습이 있었다면),임재현,지난주 #45,21 weeks,-13.7%,276K
20190816-20190822,46위,'또또또 (feat. MINO),지누,--,1 week,--,264K
20190816-20190822,47위,7 rings,Ariana Grande(아리아나 그란데),--,28 weeks,--,258K
20190816-20190822,48위,친구로 지내자면서,황인욱 (Hwang In Wook),지난주 #53,8 weeks,-5.6%,258K
20190816-20190822,49위,Old Town Road (feat. 빌리 레이 사이러스),릴 나스 엑스,지난주 #50,20 weeks,-17.7%,234K
20190816-20190822,50위,방에 모기가 있어,10cm(십센치),지난주 #46,2 weeks,-27.2%,233K
20190816-20190822,51위,내 맘을 볼수 있나요,Lily,--,1 week,--,231K
20190816-20190822,52위,Power Up,Red Velvet,--,1 week,--,229K
20190816-20190822,53위,Tiki-Taka(99%),위키미키(Weki Meki),지난주 #86,2 weeks,41.2%,228K
20190816-20190822,54위,How about you(너는 어땠을까),Noel(노을),지난주 #73,36 weeks,19.8%,228K
20190816-20190822,55위,눈 Snow (Lil tachi & HOTCHKISS),Lil tachi,지난주 #56,20 weeks,-14%,227K
20190816-20190822,56위,We don't talk together (feat. 기리보이(Giriboy)),헤이즈(Heize),지난주 #49,7 weeks,-22.4%,227K
20190816-20190822,57위,Friend Like Me,윌 스미스,지난주 #25,2 weeks,-52.3%,224K
20190816-20190822,58위,Fever(열대야),여자친구(GFRIEND),지난주 #34,7 weeks,-46.9%,220K
20190816-20190822,59위,BOOM,NCT DREAM,지난주 #43,4 weeks,-33.2%,219K
20190816-20190822,60위,BANANA CHACHA,모모랜드(MOMOLAND),지난주 #58,5 weeks,-11.2%,214K
20190816-20190822,61위,비가 내리는 날에는,윤하(Younha),지난주 #59,7 weeks,-12.2%,211K
20190816-20190822,62위,I Don't Care (Ed Sheeran(에드 시런) & Justin Bieber(저스틴 비버)),Ed Sheeran(에드 시런),지난주 #57,15 weeks,-16%,209K
20190816-20190822,63위,Can I Love ? (feat. youra),Cosmic Boy,지난주 #87,3 weeks,29%,208K
20190816-20190822,64위,My love has faded away (사랑이 식었다고 말해도 돼),먼데이 키즈(Monday Kiz),지난주 #64,12 weeks,-6.7%,207K
20190816-20190822,65위,Selfmade Orange (feat. SUPERBEE),창모(CHANGMO),지난주 #68,8 weeks,-0.1%,206K
20190816-20190822,66위,이뻐이뻐 (Pretty girl),크레파스 (crayon),지난주 #61,7 weeks,-12.3%,204K
20190816-20190822,67위,You&I 인사,멜로망스(MeloMance),지난주 #60,6 weeks,-14.7%,199K
20190816-20190822,68위,The fifth season(다섯 번째 계절) (SSFWL),오마이걸(OH MY GIRL),지난주 #66,16 weeks,-8.3%,198K
20190816-20190822,69위,그때가 좋았어 (The day was beautiful),케이시(Kassy),지난주 #71,13 weeks,2.3%,198K
20190816-20190822,70위,U GOT IT,GOT U,지난주 #63,7 weeks,-15.6%,196K
20190816-20190822,71위,DAx4,사이먼 도미닉,--,1 week,--,191K
20190816-20190822,72위,마지막처럼 (As If It's Your Last),BLACKPINK,--,1 week,--,183K
20190816-20190822,73위,Lip & Hip,현아(HyunA),--,27 weeks,--,180K
20190816-20190822,74위,"f*ck, i'm lonely (feat. Anne-Marie)",Lauv(라우브),지난주 #75,3 weeks,-3.3%,176K
20190816-20190822,75위,LOVE SCENARIO,iKON,--,1 week,--,172K
20190816-20190822,76위,불장난 (PLAYING WITH FIRE),BLACKPINK,--,1 week,--,167K
20190816-20190822,77위,All about you (그대라는 시),태연(TAEYEON),지난주 #70,4 weeks,-18.7%,161K
20190816-20190822,78위,기억하나요 내 모든 날과 그때를,거미,지난주 #97,3 weeks,5.1%,158K
20190816-20190822,79위,붐바야'(BOOMBAYAH),BLACKPINK,--,1 week,--,156K
20190816-20190822,80위,"비워 (Beer) (창모(CHANGMO), 해쉬 스완(Hash Swan), ASH ISLAND, 김효은, 릴러말즈(Leellamarz) & 더 콰이엇(The Quiett))",창모(CHANGMO),지난주 #82,3 weeks,-8%,156K
20190816-20190822,81위,Boogie Up,우주소녀,지난주 #80,11 weeks,-10.7%,154K
20190816-20190822,82위,Earth,Lil Dicky(릴 디키),지난주 #77,18 weeks,-14.2%,154K
20190816-20190822,83위,SHOWER,노라조,지난주 #65,5 weeks,-30.5%,153K
20190816-20190822,84위,Like OOH-AHH(OOH-AHH하게),TWICE(트와이스),--,1 week,--,153K
20190816-20190822,85위,Cheap Thrills,Sia(시아),--,3 weeks,--,152K
20190816-20190822,86위,Thinking out Loud,Ed Sheeran(에드 시런),--,5 weeks,--,152K
20190816-20190822,87위,Goodbye(굿바이),박효신,지난주 #90,16 weeks,-5.2%,151K
20190816-20190822,88위,뭐해(What are you up to),강다니엘,지난주 #54,4 weeks,-44.9%,149K
20190816-20190822,89위,Siren (사이렌),선미 (SUNMI),--,1 week,--,148K
20190816-20190822,90위,I Could Do Dead (feat. 저스디스),디보,--,1 week,--,147K
20190816-20190822,91위,To be honest (솔직하게 말해서 나),김나영,지난주 #88,11 weeks,-8.9%,146K
20190816-20190822,92위,Dionysus,방탄소년단,--,1 week,--,144K
20190816-20190822,93위,boyfriend (Ariana Grande(아리아나 그란데) & Social House),Ariana Grande(아리아나 그란데),지난주 #81,3 weeks,-16.8%,144K
20190816-20190822,94위,Paranoid,ASH ISLAND,--,1 week,--,143K
20190816-20190822,95위,だから僕は音?を?めた,요루시카,지난주 #94,9 weeks,-6.3%,143K
20190816-20190822,96위,Shine(빛나리),펜타곤(PENTAGON),--,25 weeks,--,142K
20190816-20190822,97위,I Like Me Better,Lauv(라우브),--,1 week,--,141K
20190816-20190822,98위,Beautiful People (feat. Khalid(칼리드)),Ed Sheeran(에드 시런),--,5 weeks,--,139K
20190816-20190822,99위,7 Years,Lukas Graham(루카스 그레이엄),--,17 weeks,--,133K
20190816-20190822,100위,ロキ,미키토P,--,1 week,--,133K
20190809-20190815,1위,ICY,ITZY,지난주 #1,3 weeks,-38.1%,3.4M
20190809-20190815,2위,FANCY,TWICE(트와이스),지난주 #6,17 weeks,12.6%,1.21M
20190809-20190815,3위,슈퍼버스데이 (기리보이(Giriboy) & SUPERBEE),기리보이(Giriboy),--,1 week,--,1.08M
20190809-20190815,4위,2002,Anne-Marie,지난주 #2,36 weeks,-23.1%,1.03M
20190809-20190815,5위,헤어져줘서 고마워,벤 BEN,지난주 #4,6 weeks,-17.2%,1.02M
20190809-20190815,6위,Snapping,청하,지난주 #5,7 weeks,-12.2%,979K
20190809-20190815,7위,Boy With Luv (feat. Halsey(할시)),방탄소년단,지난주 #7,18 weeks,-8.6%,960K
20190809-20190815,8위,술이 문제야 (Drunk On Love) (장혜진 & 윤민수),장혜진,지난주 #8,8 weeks,-10%,943K
20190809-20190815,9위,Senorita (Shawn Mendes(션 멘데스) & Camila Cabello(카밀라 카베요)),Shawn Mendes(션 멘데스),지난주 #10,8 weeks,-1.5%,917K
20190809-20190815,10위,오늘도 빛나는 너에게 (To You My Light) (feat. 이라온),마크툽(MAKTUB),지난주 #9,9 weeks,-10%,907K
20190809-20190815,11위,Phocha (포장마차),황인욱 (Hwang In Wook),지난주 #3,8 weeks,-33.5%,830K
20190809-20190815,12위,Winter Bear,김태현,--,1 week,--,821K
20190809-20190815,13위,Speechless (Full),나오미 스콧,지난주 #11,12 weeks,-6.2%,813K
20190809-20190815,14위,달라달라 (DALLA DALLA),ITZY,지난주 #12,27 weeks,-6.8%,801K
20190809-20190815,15위,bad guy,빌리 아일리시,지난주 #13,20 weeks,-11.4%,758K
20190809-20190815,16위,Dance The Night Away,TWICE(트와이스),지난주 #25,51 weeks,64.1%,747K
20190809-20190815,17위,Kill This Love,BLACKPINK,지난주 #15,19 weeks,-2.3%,705K
20190809-20190815,18위,짐살라빔 (Zimzalabim),Red Velvet,지난주 #14,8 weeks,-19.8%,606K
20190809-20190815,19위,HIT,세븐틴(SEVENTEEN),--,1 week,--,600K
20190809-20190815,20위,Uh-Oh,(여자)아이들,지난주 #16,7 weeks,-15%,596K
20190809-20190815,21위,BUNGEE (Fall in Love),오마이걸(OH MY GIRL),--,1 week,--,558K
20190809-20190815,22위,YES or YES,TWICE(트와이스),지난주 #19,41 weeks,5.5%,548K
20190809-20190815,23위,BIM BAM BUM,Rocket Punch,--,1 week,--,519K
20190809-20190815,24위,가라사대 (GOTTASADAE),BewhY(비와이),지난주 #17,3 weeks,-24.3%,516K
20190809-20190815,25위,Friend Like Me,윌 스미스,--,1 week,--,469K
20190809-20190815,26위,A Whole New World (미나 마수드 & 나오미 스콧),미나 마수드,지난주 #20,12 weeks,-7.9%,469K
20190809-20190815,27위,Lean On Me (나의 어깨에 기대어요),10cm(십센치),지난주 #24,4 weeks,1.6%,465K
20190809-20190815,28위,Violeta (비올레타),아이즈원,지난주 #22,20 weeks,-1.9%,459K
20190809-20190815,29위,Another Day (먼데이 키즈(Monday Kiz) & 펀치),먼데이 키즈(Monday Kiz),지난주 #26,5 weeks,0.4%,448K
20190809-20190815,30위,내 목소리 들리니,벤,--,1 week,--,439K
20190809-20190815,31위,니 소식,Ha Yea Song(송하예),지난주 #23,9 weeks,-7.1%,431K
20190809-20190815,32위,IDOL,방탄소년단,지난주 #32,51 weeks,8.3%,425K
20190809-20190815,33위,다시 사랑한다면 (니글니글 버터플라이),김필 (Kim Feel),지난주 #27,3 weeks,-4.7%,420K
20190809-20190815,34위,Fever(열대야),여자친구(GFRIEND),지난주 #21,6 weeks,-12.5%,414K
20190809-20190815,35위,내 안부,이우,지난주 #40,4 weeks,17.2%,412K
20190809-20190815,36위,시든 꽃에 물을 주듯,박혜원(HYNN),지난주 #31,3 weeks,-0.1%,403K
20190809-20190815,37위,Chica,청하,지난주 #37,4 weeks,9.6%,397K
20190809-20190815,38위,La Vie en Rose,IZ*ONE (아이즈원),지난주 #35,42 weeks,0.9%,391K
20190809-20190815,39위,"AMBITION (feat. ASH ISLAND, 김효은, 해쉬 스완(Hash Swan) & 창모(CHANGMO))",릴러말즈(Leellamarz),지난주 #42,7 weeks,12%,390K
20190809-20190815,40위,BIRTHDAY,전소미,지난주 #30,9 weeks,-13.5%,360K
20190809-20190815,41위,벌써 12시 (Gotta Go),청하,지난주 #39,33 weeks,-2.6%,344K
20190809-20190815,42위,SOLO,제니,지난주 #46,40 weeks,0.2%,330K
20190809-20190815,43위,BOOM,NCT DREAM,지난주 #29,3 weeks,-24.5%,328K
20190809-20190815,44위,Rooftop (옥탑방),엔플라잉,지난주 #41,27 weeks,-7%,326K
20190809-20190815,45위,If there was practice in love(사랑에 연습이 있었다면),임재현,지난주 #36,20 weeks,-14.5%,320K
20190809-20190815,46위,방에 모기가 있어,10cm(십센치),--,1 week,--,320K
20190809-20190815,47위,사계 (Four Seasons),태연(TAEYEON),지난주 #38,21 weeks,-11.5%,314K
20190809-20190815,48위,너에게 못했던 내 마지막 말은 Unspoken Words,다비치,지난주 #47,13 weeks,-6.3%,299K
20190809-20190815,49위,We don't talk together (feat. 기리보이(Giriboy)),헤이즈(Heize),지난주 #49,6 weeks,-3.7%,292K
20190809-20190815,50위,Old Town Road (feat. 빌리 레이 사이러스),릴 나스 엑스,지난주 #48,19 weeks,-10.2%,284K
20190809-20190815,51위,Me After You (너를 만나),폴킴(Paul Kim),지난주 #50,41 weeks,-2.7%,283K
20190809-20190815,52위,사랑 참,장윤정,지난주 #55,17 weeks,4%,282K
20190809-20190815,53위,친구로 지내자면서,황인욱 (Hwang In Wook),지난주 #52,7 weeks,-1.9%,273K
20190809-20190815,54위,뭐해(What are you up to),강다니엘,지난주 #18,3 weeks,-54.3%,271K
20190809-20190815,55위,BBIBBI(삐삐),아이유(IU),--,27 weeks,--,265K
20190809-20190815,56위,눈 Snow (Lil tachi & HOTCHKISS),Lil tachi,지난주 #51,19 weeks,-8.6%,264K
20190809-20190815,57위,I Don't Care (Ed Sheeran(에드 시런) & Justin Bieber(저스틴 비버)),Ed Sheeran(에드 시런),지난주 #59,14 weeks,-1.2%,249K
20190809-20190815,58위,BANANA CHACHA,모모랜드(MOMOLAND),지난주 #61,4 weeks,1.2%,241K
20190809-20190815,59위,비가 내리는 날에는,윤하(Younha),지난주 #60,6 weeks,-0.6%,240K
20190809-20190815,60위,You&I 인사,멜로망스(MeloMance),지난주 #57,5 weeks,-13.3%,234K
20190809-20190815,61위,이뻐이뻐 (Pretty girl),크레파스 (crayon),지난주 #54,6 weeks,-14.7%,233K
20190809-20190815,62위,I HOPE,강다니엘,--,2 weeks,--,232K
20190809-20190815,63위,U GOT IT,GOT U,지난주 #53,6 weeks,-16.4%,232K
20190809-20190815,64위,My love has faded away (사랑이 식었다고 말해도 돼),먼데이 키즈(Monday Kiz),지난주 #63,11 weeks,-4.8%,222K
20190809-20190815,65위,SHOWER,노라조,지난주 #45,4 weeks,-33.4%,220K
20190809-20190815,66위,The fifth season(다섯 번째 계절) (SSFWL),오마이걸(OH MY GIRL),지난주 #62,15 weeks,-8.9%,216K
20190809-20190815,67위,Maybe It's Not Our Fault(그건 아마 우리의 잘못은 아닐 거야),백예린,--,21 weeks,--,211K
20190809-20190815,68위,Selfmade Orange (feat. SUPERBEE),창모(CHANGMO),지난주 #70,7 weeks,6.1%,207K
20190809-20190815,69위,"Bom(나만, 봄)",볼빨간사춘기,지난주 #64,20 weeks,-9.5%,205K
20190809-20190815,70위,All about you (그대라는 시),태연(TAEYEON),지난주 #34,3 weeks,-48.9%,199K
20190809-20190815,71위,그때가 좋았어 (The day was beautiful),케이시(Kassy),지난주 #80,12 weeks,14.6%,193K
20190809-20190815,72위,Uptown Funk (feat. 브루노 마스),Mark Ronson(마크 론슨),--,1 week,--,193K
20190809-20190815,73위,How about you(너는 어땠을까),Noel(노을),지난주 #81,35 weeks,13.2%,190K
20190809-20190815,74위,I LUV U Amalfi Night Sea Busking Version,헨리(HENRY),--,1 week,--,187K
20190809-20190815,75위,"f*ck, i'm lonely (feat. Anne-Marie)",Lauv(라우브),지난주 #28,2 weeks,-58.2%,182K
20190809-20190815,76위,LOVE RUMPUMPUM,fromis_9(프로미스_9),지난주 #82,3 weeks,8%,181K
20190809-20190815,77위,Earth,Lil Dicky(릴 디키),지난주 #83,17 weeks,8.1%,179K
20190809-20190815,78위,UN Village,백현(BAEKHYUN),지난주 #66,5 weeks,-21.8%,175K
20190809-20190815,79위,"Talk (Khalid(칼리드), 메건 더 스탤리언 & Yo Gotti)",Khalid(칼리드),지난주 #94,10 weeks,16.5%,173K
20190809-20190815,80위,Boogie Up,우주소녀,지난주 #65,10 weeks,-23%,173K
20190809-20190815,81위,boyfriend (Ariana Grande(아리아나 그란데) & Social House),Ariana Grande(아리아나 그란데),지난주 #33,2 weeks,-55.9%,173K
20190809-20190815,82위,"비워 (Beer) (창모(CHANGMO), 해쉬 스완(Hash Swan), ASH ISLAND, 김효은, 릴러말즈(Leellamarz) & 더 콰이엇(The Quiett))",창모(CHANGMO),지난주 #85,2 weeks,5.8%,169K
20190809-20190815,83위,오늘도 빛나는 너에게 (To You My Light) (feat. 이라온),마크툽(MAKTUB),--,1 week,--,169K
20190809-20190815,84위,괜찮아도 괜찮아 (That's okay),Do,지난주 #96,6 weeks,14.4%,168K
