"","제목","시청률","주차"
"11630","모란봉클럽통일준비위원회","2.330","20191124"
"11631","뭉쳐야찬다전설들의조기축구","6.636","20191124"
"11632","알토란","3.420","20191124"
"11633","MBN종합뉴스","2.744","20191124"
"11634","JTBC뉴스룸","2.621","20191124"
"11635","현장르포특종세상","2.613","20191124"
"11636","TV조선뉴스7","2.501","20191124"
"11637","이제만나러갑니다","2.453","20191124"
"11638","뉴스A","2.416","20191124"
"11639","기막힌이야기실제상황","2.400","20191124"
"11640","모란봉클럽통일준비위원회","2.330","20191124"
"11641","JTBC뉴스룸","4.755","20191125"
"11642","월화드라마(보좌관2세상을움직이는사람들)","3.819","20191125"
"11643","뉴스TOP10","3.644","20191125"
"11644","인생감정쇼얼마예요","3.536","20191125"
"11645","TV조선뉴스9","3.363","20191125"
"11646","시사쇼이것이정치다","3.342","20191125"
"11647","MBN종합뉴스","3.223","20191125"
"11648","보도본부핫라인","3.083","20191125"
"11649","뉴스A","3.052","20191125"
"11650","정치데스크","3.003","20191125"
"11651","JTBC뉴스룸","4.755","20191125"
"11652","월화드라마(보좌관2세상을움직이는사람들)","3.819","20191125"
"11653","뉴스TOP10","3.644","20191125"
"11654","인생감정쇼얼마예요","3.536","20191125"
"11655","TV조선뉴스9","3.363","20191125"
"11656","시사쇼이것이정치다","3.342","20191125"
"11657","MBN종합뉴스","3.223","20191125"
"11658","보도본부핫라인","3.083","20191125"
"11659","뉴스A","3.052","20191125"
"11660","정치데스크","3.003","20191125"
"11661","세상어디에도없는아내의맛2부","5.637","20191126"
"11662","월화드라마(보좌관2세상을움직이는사람들)","4.446","20191126"
"11663","JTBC뉴스룸","4.314","20191126"
"11664","휴먼다큐(사노라면)","4.047","20191126"
"11665","TV조선뉴스9","3.755","20191126"
"11666","뉴스TOP10","3.501","20191126"
"11667","세상어디에도없는아내의맛1부","3.437","20191126"
"11668","뉴스A","3.414","20191126"
"11669","보도본부핫라인","3.390","20191126"
"11670","시사쇼이것이정치다","3.348","20191126"
"11671","세상어디에도없는아내의맛2부","5.637","20191126"
"11672","월화드라마(보좌관2세상을움직이는사람들)","4.446","20191126"
"11673","JTBC뉴스룸","4.314","20191126"
"11674","휴먼다큐(사노라면)","4.047","20191126"
"11675","TV조선뉴스9","3.755","20191126"
"11676","뉴스TOP10","3.501","20191126"
"11677","세상어디에도없는아내의맛1부","3.437","20191126"
"11678","뉴스A","3.414","20191126"
"11679","보도본부핫라인","3.390","20191126"
"11680","시사쇼이것이정치다","3.348","20191126"
"11681","나는자연인이다","5.738","20191127"
"11682","TV조선뉴스9","4.264","20191127"
"11683","JTBC뉴스룸","3.952","20191127"
"11684","뉴스TOP10","3.919","20191127"
"11685","보도본부핫라인","3.784","20191127"
"11686","시사쇼이것이정치다","3.687","20191127"
"11687","뉴스A","3.457","20191127"
"11688","정치데스크","3.024","20191127"
"11689","MBN종합뉴스","2.967","20191127"
"11690","식큐멘터리한끼줍쇼","2.919","20191127"
"11691","나는자연인이다","5.738","20191127"
"11692","TV조선뉴스9","4.264","20191127"
"11693","JTBC뉴스룸","3.952","20191127"
"11694","뉴스TOP10","3.919","20191127"
"11695","보도본부핫라인","3.784","20191127"
"11696","시사쇼이것이정치다","3.687","20191127"
"11697","뉴스A","3.457","20191127"
"11698","정치데스크","3.024","20191127"
"11699","MBN종합뉴스","2.967","20191127"
"11700","식큐멘터리한끼줍쇼","2.919","20191127"
"11701","당신이바로보이스퀸2부","7.507","20191128"
"11702","당신이바로보이스퀸1부","5.831","20191128"
"11703","이규연의스포트라이트","4.841","20191128"
"11704","우리가잊고지냈던세번째연애의맛2부","4.781","20191128"
"11705","JTBC뉴스룸","4.107","20191128"
"11706","TV조선뉴스9","3.995","20191128"
"11707","뉴스TOP10","3.521","20191128"
"11708","MBN종합뉴스","3.482","20191128"
"11709","시사쇼이것이정치다","3.435","20191128"
"11710","뉴스A","3.297","20191128"
"11711","당신이바로보이스퀸2부","7.507","20191128"
"11712","당신이바로보이스퀸1부","5.831","20191128"
"11713","이규연의스포트라이트","4.841","20191128"
"11714","우리가잊고지냈던세번째연애의맛2부","4.781","20191128"
"11715","JTBC뉴스룸","4.107","20191128"
"11716","TV조선뉴스9","3.995","20191128"
"11717","뉴스TOP10","3.521","20191128"
"11718","MBN종합뉴스","3.482","20191128"
"11719","시사쇼이것이정치다","3.435","20191128"
"11720","뉴스A","3.297","20191128"
"11721","TV조선뉴스9","3.935","20191129"
"11722","시사쇼이것이정치다","3.747","20191129"
"11723","뉴스TOP10","3.680","20191129"
"11724","현장르포특종세상","3.621","20191129"
"11725","금토드라마(초콜릿)","3.475","20191129"
"11726","JTBC뉴스룸","3.433","20191129"
"11727","뉴스A","3.385","20191129"
"11728","투유프로젝트슈가맨3","3.180","20191129"
"11729","보도본부핫라인","3.167","20191129"
"11730","MBN종합뉴스","2.850","20191129"
"11731","TV조선뉴스9","3.935","20191129"
"11732","시사쇼이것이정치다","3.747","20191129"
"11733","뉴스TOP10","3.680","20191129"
"11734","현장르포특종세상","3.621","20191129"
"11735","금토드라마(초콜릿)","3.475","20191129"
"11736","JTBC뉴스룸","3.433","20191129"
"11737","뉴스A","3.385","20191129"
"11738","투유프로젝트슈가맨3","3.180","20191129"
"11739","보도본부핫라인","3.167","20191129"
"11740","MBN종합뉴스","2.850","20191129"
"11741","아는형님","6.929","20191130"
"11742","금토드라마(초콜릿)","4.364","20191130"
"11743","강적들","4.020","20191130"
"11744","TV조선뉴스7","3.391","20191130"
"11745","속풀이쇼동치미","2.819","20191130"
"11746","세상어디에도없는아내의맛","2.154","20191130"
"11747","JTBC뉴스룸","2.091","20191130"
"11748","당신이바로보이스퀸","2.054","20191130"
"11749","여행생활자집시맨","2.005","20191130"
"11750","TV조선뉴스현장","1.922","20191130"
"11751","아는형님","6.929","20191130"
"11752","금토드라마(초콜릿)","4.364","20191130"
"11753","강적들","4.020","20191130"
"11754","TV조선뉴스7","3.391","20191130"
"11755","속풀이쇼동치미","2.819","20191130"
"11756","세상어디에도없는아내의맛","2.154","20191130"
"11757","JTBC뉴스룸","2.091","20191130"
"11758","당신이바로보이스퀸","2.054","20191130"
"11759","여행생활자집시맨","2.005","20191130"
"11760","TV조선뉴스현장","1.922","20191130"
"11761","뭉쳐야찬다전설들의조기축구","6.817","20191201"
"11762","알토란","3.779","20191201"
"11763","TV조선뉴스7","3.263","20191201"
"11764","MBN종합뉴스","3.121","20191201"
"11765","현장르포특종세상","2.926","20191201"
"11766","당신이바로보이스퀸","2.817","20191201"
"11767","모란봉클럽통일준비위원회","2.776","20191201"
"11768","기막힌이야기실제상황","2.708","20191201"
"11769","이제만나러갑니다","2.559","20191201"
"11770","JTBC뉴스룸","2.538","20191201"
"11771","뭉쳐야찬다전설들의조기축구","6.817","20191201"
"11772","알토란","3.779","20191201"
"11773","TV조선뉴스7","3.263","20191201"
"11774","MBN종합뉴스","3.121","20191201"
"11775","현장르포특종세상","2.926","20191201"
"11776","당신이바로보이스퀸","2.817","20191201"
"11777","모란봉클럽통일준비위원회","2.776","20191201"
"11778","기막힌이야기실제상황","2.708","20191201"
"11779","이제만나러갑니다","2.559","20191201"
"11780","JTBC뉴스룸","2.538","20191201"
"11781","월화드라마(보좌관2세상을움직이는사람들)","4.665","20191202"
"11782","TV조선뉴스9","4.570","20191202"
"11783","JTBC뉴스룸","4.562","20191202"
"11784","뉴스TOP10","4.220","20191202"
"11785","보도본부핫라인","4.205","20191202"
"11786","시사쇼이것이정치다","4.027","20191202"
"11787","판도라","3.656","20191202"
"11788","뉴스A","3.524","20191202"
"11789","인생감정쇼얼마예요","3.362","20191202"
"11790","정치데스크","3.076","20191202"
"11791","월화드라마(보좌관2세상을움직이는사람들)","4.665","20191202"
"11792","TV조선뉴스9","4.570","20191202"
"11793","JTBC뉴스룸","4.562","20191202"
"11794","뉴스TOP10","4.220","20191202"
"11795","보도본부핫라인","4.205","20191202"
"11796","시사쇼이것이정치다","4.027","20191202"
"11797","판도라","3.656","20191202"
"11798","뉴스A","3.524","20191202"
"11799","인생감정쇼얼마예요","3.362","20191202"
"11800","정치데스크","3.076","20191202"
"11801","세상어디에도없는아내의맛2부","6.066","20191203"
"11802","월화드라마(보좌관2세상을움직이는사람들)","4.844","20191203"
"11803","TV조선뉴스9","4.702","20191203"
"11804","보도본부핫라인","4.258","20191203"
"11805","JTBC뉴스룸","4.126","20191203"
"11806","세상어디에도없는아내의맛1부","4.067","20191203"
"11807","뉴스TOP10","3.902","20191203"
"11808","뉴스A","3.862","20191203"
"11809","시사쇼이것이정치다","3.687","20191203"
"11810","정치데스크","3.524","20191203"
"11811","세상어디에도없는아내의맛2부","6.066","20191203"
"11812","월화드라마(보좌관2세상을움직이는사람들)","4.844","20191203"
"11813","TV조선뉴스9","4.702","20191203"
"11814","보도본부핫라인","4.258","20191203"
"11815","JTBC뉴스룸","4.126","20191203"
"11816","세상어디에도없는아내의맛1부","4.067","20191203"
"11817","뉴스TOP10","3.902","20191203"
"11818","뉴스A","3.862","20191203"
"11819","시사쇼이것이정치다","3.687","20191203"
"11820","정치데스크","3.524","20191203"
"11821","나는자연인이다","6.789","20191204"
"11822","TV조선뉴스9","4.331","20191204"
"11823","시사쇼이것이정치다","4.145","20191204"
"11824","보도본부핫라인","4.056","20191204"
"11825","뉴스TOP10","3.835","20191204"
"11826","JTBC뉴스룸","3.803","20191204"
"11827","인생다큐(마이웨이)","3.543","20191204"
"11828","뉴스A","3.377","20191204"
"11829","정치데스크","3.345","20191204"
"11830","식큐멘터리한끼줍쇼","3.242","20191204"
"11831","나는자연인이다","6.789","20191204"
"11832","TV조선뉴스9","4.331","20191204"
"11833","시사쇼이것이정치다","4.145","20191204"
"11834","보도본부핫라인","4.056","20191204"
"11835","뉴스TOP10","3.835","20191204"
"11836","JTBC뉴스룸","3.803","20191204"
"11837","인생다큐(마이웨이)","3.543","20191204"
"11838","뉴스A","3.377","20191204"
"11839","정치데스크","3.345","20191204"
"11840","식큐멘터리한끼줍쇼","3.242","20191204"
"11841","당신이바로보이스퀸2부","8.102","20191205"
"11842","당신이바로보이스퀸1부","5.936","20191205"
"11843","우리가잊고지냈던세번째연애의맛2부","4.524","20191205"
"11844","보도본부핫라인","4.121","20191205"
"11845","TV조선뉴스9","4.004","20191205"
"11846","JTBC뉴스룸","3.671","20191205"
"11847","뉴스TOP10","3.563","20191205"
"11848","우리가잊고지냈던세번째연애의맛1부","3.521","20191205"
"11849","시사쇼이것이정치다","3.503","20191205"
"11850","MBN종합뉴스","3.497","20191205"
"11851","당신이바로보이스퀸2부","8.102","20191205"
"11852","당신이바로보이스퀸1부","5.936","20191205"
"11853","우리가잊고지냈던세번째연애의맛2부","4.524","20191205"
"11854","보도본부핫라인","4.121","20191205"
"11855","TV조선뉴스9","4.004","20191205"
"11856","JTBC뉴스룸","3.671","20191205"
"11857","뉴스TOP10","3.563","20191205"
"11858","우리가잊고지냈던세번째연애의맛1부","3.521","20191205"
"11859","시사쇼이것이정치다","3.503","20191205"
"11860","MBN종합뉴스","3.497","20191205"
"11861","금토드라마(초콜릿)","4.316","20191206"
"11862","투유프로젝트슈가맨3","4.302","20191206"
"11863","현장르포특종세상","4.050","20191206"
"11864","보도본부핫라인","3.610","20191206"
"11865","TV조선뉴스9","3.535","20191206"
"11866","뉴스TOP10","3.337","20191206"
"11867","당신이바로보이스퀸2부","3.324","20191206"
"11868","뉴스A","3.233","20191206"
"11869","시사쇼이것이정치다","3.139","20191206"
"11870","JTBC뉴스룸","3.095","20191206"
"11871","금토드라마(초콜릿)","4.316","20191206"
"11872","투유프로젝트슈가맨3","4.302","20191206"
"11873","현장르포특종세상","4.050","20191206"
"11874","보도본부핫라인","3.610","20191206"
"11875","TV조선뉴스9","3.535","20191206"
"11876","뉴스TOP10","3.337","20191206"
"11877","당신이바로보이스퀸2부","3.324","20191206"
"11878","뉴스A","3.233","20191206"
"11879","시사쇼이것이정치다","3.139","20191206"
"11880","JTBC뉴스룸","3.095","20191206"
"11881","아는형님","4.994","20191207"
"11882","금토드라마(초콜릿)","4.603","20191207"
"11883","속풀이쇼동치미","3.915","20191207"
"11884","강적들","3.861","20191207"
"11885","TV조선뉴스7","3.326","20191207"
"11886","내일은미스트롯특별판","2.783","20191207"
"11887","TV조선뉴스현장","2.737","20191207"
"11888","모던패밀리","2.680","20191207"
"11889","당신이바로보이스퀸스페셜","2.539","20191207"
"11890","아침엔매일경제","2.342","20191207"
"11891","아는형님","4.994","20191207"
"11892","금토드라마(초콜릿)","4.603","20191207"
"11893","속풀이쇼동치미","3.915","20191207"
"11894","강적들","3.861","20191207"
"11895","TV조선뉴스7","3.326","20191207"
"11896","내일은미스트롯특별판","2.783","20191207"
"11897","TV조선뉴스현장","2.737","20191207"
"11898","모던패밀리","2.680","20191207"
"11899","당신이바로보이스퀸스페셜","2.539","20191207"
"11900","아침엔매일경제","2.342","20191207"
"11901","뭉쳐야찬다전설들의조기축구","7.040","20191208"
"11902","알토란","3.534","20191208"
"11903","당신이바로보이스퀸스페셜","3.459","20191208"
"11904","현장르포특종세상","2.734","20191208"
"11905","MBN종합뉴스","2.597","20191208"
"11906","TV조선뉴스7","2.592","20191208"
"11907","속풀이쇼동치미","2.592","20191208"
"11908","기막힌이야기실제상황","2.542","20191208"
"11909","이제만나러갑니다","2.510","20191208"
"11910","JTBC뉴스룸","2.404","20191208"
"11911","뭉쳐야찬다전설들의조기축구","7.040","20191208"
"11912","알토란","3.534","20191208"
"11913","당신이바로보이스퀸스페셜","3.459","20191208"
"11914","현장르포특종세상","2.734","20191208"
"11915","MBN종합뉴스","2.597","20191208"
"11916","TV조선뉴스7","2.592","20191208"
"11917","속풀이쇼동치미","2.592","20191208"
"11918","기막힌이야기실제상황","2.542","20191208"
"11919","이제만나러갑니다","2.510","20191208"
"11920","JTBC뉴스룸","2.404","20191208"
"11921","월화드라마(보좌관2세상을움직이는사람들)","4.659","20191209"
"11922","JTBC뉴스룸","3.879","20191209"
"11923","TV조선뉴스9","3.810","20191209"
"11924","뉴스TOP10","3.716","20191209"
"11925","시사쇼이것이정치다","3.698","20191209"
"11926","보도본부핫라인","3.635","20191209"
"11927","인생감정쇼얼마예요","3.256","20191209"
"11928","MBN종합뉴스","3.162","20191209"
"11929","MBN뉴스와이드","2.938","20191209"
"11930","나는자연인이다","2.846","20191209"
"11931","월화드라마(보좌관2세상을움직이는사람들)","4.659","20191209"
"11932","JTBC뉴스룸","3.879","20191209"
"11933","TV조선뉴스9","3.810","20191209"
"11934","뉴스TOP10","3.716","20191209"
"11935","시사쇼이것이정치다","3.698","20191209"
"11936","보도본부핫라인","3.635","20191209"
"11937","인생감정쇼얼마예요","3.256","20191209"
"11938","MBN종합뉴스","3.162","20191209"
"11939","MBN뉴스와이드","2.938","20191209"
"11940","나는자연인이다","2.846","20191209"
"11941","세상어디에도없는아내의맛2부","5.536","20191210"
"11942","월화드라마(보좌관2세상을움직이는사람들)","5.340","20191210"
"11943","TV조선뉴스9","3.599","20191210"
"11944","뉴스TOP10","3.507","20191210"
"11945","뉴스A","3.412","20191210"
"11946","JTBC뉴스룸","3.316","20191210"
"11947","MBN종합뉴스","3.271","20191210"
"11948","MBN뉴스와이드","3.073","20191210"
"11949","시사쇼이것이정치다","3.073","20191210"
"11950","보도본부핫라인","3.064","20191210"
"11951","세상어디에도없는아내의맛2부","5.536","20191210"
"11952","월화드라마(보좌관2세상을움직이는사람들)","5.340","20191210"
"11953","TV조선뉴스9","3.599","20191210"
"11954","뉴스TOP10","3.507","20191210"
"11955","뉴스A","3.412","20191210"
"11956","JTBC뉴스룸","3.316","20191210"
"11957","MBN종합뉴스","3.271","20191210"
"11958","MBN뉴스와이드","3.073","20191210"
"11959","시사쇼이것이정치다","3.073","20191210"
"11960","보도본부핫라인","3.064","20191210"
"11961","나는자연인이다","6.305","20191211"
"11962","식큐멘터리한끼줍쇼","4.235","20191211"
"11963","TV조선뉴스9","4.099","20191211"
"11964","MBN스포츠축구(2019동아시안컵한국:홍콩)","3.702","20191211"
"11965","인생다큐(마이웨이)","3.678","20191211"
"11966","보도본부핫라인","3.595","20191211"
"11967","JTBC뉴스룸","3.462","20191211"
"11968","시사쇼이것이정치다","3.335","20191211"
"11969","뉴스A","3.186","20191211"
"11970","뉴스TOP10","3.077","20191211"
"11971","나는자연인이다","6.305","20191211"
"11972","식큐멘터리한끼줍쇼","4.235","20191211"
"11973","TV조선뉴스9","4.099","20191211"
"11974","MBN스포츠축구(2019동아시안컵한국:홍콩)","3.702","20191211"
"11975","인생다큐(마이웨이)","3.678","20191211"
"11976","보도본부핫라인","3.595","20191211"
"11977","JTBC뉴스룸","3.462","20191211"
"11978","시사쇼이것이정치다","3.335","20191211"
"11979","뉴스A","3.186","20191211"
"11980","뉴스TOP10","3.077","20191211"
"11981","당신이바로보이스퀸2부","8.588","20191212"
"11982","당신이바로보이스퀸1부","6.341","20191212"
"11983","우리가잊고지냈던세번째연애의맛2부","4.599","20191212"
"11984","우리가잊고지냈던세번째연애의맛3부","4.349","20191212"
"11985","우리가잊고지냈던세번째연애의맛1부","3.901","20191212"
"11986","JTBC뉴스룸","3.798","20191212"
"11987","뉴스TOP10","3.613","20191212"
"11988","TV조선뉴스9","3.507","20191212"
"11989","보도본부핫라인","3.346","20191212"
"11990","뉴스A","3.184","20191212"
"11991","당신이바로보이스퀸2부","8.588","20191212"
"11992","당신이바로보이스퀸1부","6.341","20191212"
"11993","우리가잊고지냈던세번째연애의맛2부","4.599","20191212"
"11994","우리가잊고지냈던세번째연애의맛3부","4.349","20191212"
"11995","우리가잊고지냈던세번째연애의맛1부","3.901","20191212"
"11996","JTBC뉴스룸","3.798","20191212"
"11997","뉴스TOP10","3.613","20191212"
"11998","TV조선뉴스9","3.507","20191212"
"11999","보도본부핫라인","3.346","20191212"
"12000","뉴스A","3.184","20191212"
"12001","현장르포특종세상","5.338","20191213"
"12002","금토드라마(초콜릿)","4.372","20191213"
"12003","TV조선뉴스9","3.537","20191213"
"12004","투유프로젝트슈가맨3","3.356","20191213"
"12005","보도본부핫라인","3.271","20191213"
"12006","JTBC뉴스룸","3.155","20191213"
"12007","시사쇼이것이정치다","2.939","20191213"
"12008","뉴스TOP10","2.914","20191213"
"12009","MBN종합뉴스","2.752","20191213"
"12010","당신이바로보이스퀸2부","2.658","20191213"
"12011","현장르포특종세상","5.338","20191213"
"12012","금토드라마(초콜릿)","4.372","20191213"
"12013","TV조선뉴스9","3.537","20191213"
"12014","투유프로젝트슈가맨3","3.356","20191213"
"12015","보도본부핫라인","3.271","20191213"
"12016","JTBC뉴스룸","3.155","20191213"
"12017","시사쇼이것이정치다","2.939","20191213"
"12018","뉴스TOP10","2.914","20191213"
"12019","MBN종합뉴스","2.752","20191213"
"12020","당신이바로보이스퀸2부","2.658","20191213"
"12021","아는형님","4.556","20191214"
"12022","금토드라마(초콜릿)","4.173","20191214"
"12023","강적들","3.925","20191214"
"12024","속풀이쇼동치미","3.516","20191214"
"12025","TV조선뉴스7","2.966","20191214"
"12026","당신이바로보이스퀸스페셜","2.654","20191214"
"12027","TVCHOSUN특별기획드라마(간택여인들의전쟁)","2.557","20191214"
"12028","MBN뉴스와이드","2.415","20191214"
"12029","아침엔매일경제","2.271","20191214"
"12030","TV조선뉴스현장","2.227","20191214"
"12031","아는형님","4.556","20191214"
"12032","금토드라마(초콜릿)","4.173","20191214"
"12033","강적들","3.925","20191214"
"12034","속풀이쇼동치미","3.516","20191214"
"12035","TV조선뉴스7","2.966","20191214"
"12036","당신이바로보이스퀸스페셜","2.654","20191214"
"12037","TVCHOSUN특별기획드라마(간택여인들의전쟁)","2.557","20191214"
"12038","MBN뉴스와이드","2.415","20191214"
"12039","아침엔매일경제","2.271","20191214"
"12040","TV조선뉴스현장","2.227","20191214"
"12041","뭉쳐야찬다전설들의조기축구","6.076","20191215"
"12042","MBN스포츠축구(2019동아시안컵한국:중국)","5.689","20191215"
"12043","당신이바로보이스퀸2부","3.965","20191215"
"12044","TVCHOSUN특별기획드라마(간택여인들의전쟁)","2.873","20191215"
"12045","TV조선뉴스7","2.858","20191215"
"12046","알토란","2.812","20191215"
"12047","이제만나러갑니다","2.778","20191215"
"12048","당신이바로보이스퀸1부","2.557","20191215"
"12049","JTBC뉴스룸","2.534","20191215"
"12050","MBN종합뉴스","2.532","20191215"
"12051","뭉쳐야찬다전설들의조기축구","6.076","20191215"
"12052","MBN스포츠축구(2019동아시안컵한국:중국)","5.689","20191215"
"12053","당신이바로보이스퀸2부","3.965","20191215"
"12054","TVCHOSUN특별기획드라마(간택여인들의전쟁)","2.873","20191215"
"12055","TV조선뉴스7","2.858","20191215"
"12056","알토란","2.812","20191215"
"12057","이제만나러갑니다","2.778","20191215"
"12058","당신이바로보이스퀸1부","2.557","20191215"
"12059","JTBC뉴스룸","2.534","20191215"
"12060","MBN종합뉴스","2.532","20191215"
"12061","월화드라마(검사내전)","5.042","20191216"
"12062","TV조선뉴스9","4.256","20191216"
"12063","JTBC뉴스룸","3.752","20191216"
"12064","인생감정쇼얼마예요","3.575","20191216"
"12065","뉴스TOP10","3.400","20191216"
"12066","판도라","3.214","20191216"
"12067","MBN종합뉴스","3.151","20191216"
"12068","뉴스A","3.123","20191216"
"12069","보도본부핫라인","3.036","20191216"
"12070","이태리오징어순대집","3.026","20191216"
"12071","월화드라마(검사내전)","5.042","20191216"
"12072","TV조선뉴스9","4.256","20191216"
"12073","JTBC뉴스룸","3.752","20191216"
"12074","인생감정쇼얼마예요","3.575","20191216"
"12075","뉴스TOP10","3.400","20191216"
"12076","판도라","3.214","20191216"
"12077","MBN종합뉴스","3.151","20191216"
"12078","뉴스A","3.123","20191216"
"12079","보도본부핫라인","3.036","20191216"
"12080","이태리오징어순대집","3.026","20191216"
"12081","세상어디에도없는아내의맛2부","6.554","20191217"
"12082","월화드라마(검사내전)","4.996","20191217"
"12083","TV조선뉴스9","4.938","20191217"
"12084","JTBC뉴스룸","3.888","20191217"
"12085","뉴스TOP10","3.661","20191217"
"12086","보도본부핫라인","3.609","20191217"
"12087","휴먼다큐(사노라면)","3.544","20191217"
"12088","세상어디에도없는아내의맛1부","3.353","20191217"
"12089","시사쇼이것이정치다","3.294","20191217"
"12090","뉴스A","3.149","20191217"
"12091","세상어디에도없는아내의맛2부","6.554","20191217"
"12092","월화드라마(검사내전)","4.996","20191217"
"12093","TV조선뉴스9","4.938","20191217"
"12094","JTBC뉴스룸","3.888","20191217"
"12095","뉴스TOP10","3.661","20191217"
"12096","보도본부핫라인","3.609","20191217"
"12097","휴먼다큐(사노라면)","3.544","20191217"
"12098","세상어디에도없는아내의맛1부","3.353","20191217"
"12099","시사쇼이것이정치다","3.294","20191217"
"12100","뉴스A","3.149","20191217"
"12101","MBN스포츠축구(2019동아시안컵한국:일본)","8.959","20191218"
"12102","나는자연인이다","6.170","20191218"
"12103","TV조선뉴스9","4.047","20191218"
"12104","식큐멘터리한끼줍쇼","3.739","20191218"
"12105","질문있습니다차이나는클라스","3.706","20191218"
"12106","보도본부핫라인","3.424","20191218"
"12107","인생다큐(마이웨이)","3.204","20191218"
"12108","뉴스TOP10","3.197","20191218"
"12109","시사쇼이것이정치다","3.087","20191218"
"12110","JTBC뉴스룸","3.051","20191218"
"12111","MBN스포츠축구(2019동아시안컵한국:일본)","8.959","20191218"
"12112","나는자연인이다","6.170","20191218"
"12113","TV조선뉴스9","4.047","20191218"
"12114","식큐멘터리한끼줍쇼","3.739","20191218"
"12115","질문있습니다차이나는클라스","3.706","20191218"
"12116","보도본부핫라인","3.424","20191218"
"12117","인생다큐(마이웨이)","3.204","20191218"
"12118","뉴스TOP10","3.197","20191218"
"12119","시사쇼이것이정치다","3.087","20191218"
"12120","JTBC뉴스룸","3.051","20191218"
"12121","당신이바로보이스퀸2부","8.106","20191219"
"12122","당신이바로보이스퀸1부","6.494","20191219"
"12123","우리가잊고지냈던세번째연애의맛2부","4.672","20191219"
"12124","TV조선뉴스9","4.243","20191219"
"12125","뉴스TOP10","3.885","20191219"
"12126","우리가잊고지냈던세번째연애의맛1부","3.708","20191219"
"12127","JTBC뉴스룸","3.668","20191219"
"12128","시사쇼이것이정치다","3.578","20191219"
"12129","보도본부핫라인","3.436","20191219"
"12130","이규연의스포트라이트","3.048","20191219"
"12131","당신이바로보이스퀸2부","8.106","20191219"
"12132","당신이바로보이스퀸1부","6.494","20191219"
"12133","우리가잊고지냈던세번째연애의맛2부","4.672","20191219"
"12134","TV조선뉴스9","4.243","20191219"
"12135","뉴스TOP10","3.885","20191219"
"12136","우리가잊고지냈던세번째연애의맛1부","3.708","20191219"
"12137","JTBC뉴스룸","3.668","20191219"
"12138","시사쇼이것이정치다","3.578","20191219"
"12139","보도본부핫라인","3.436","20191219"
"12140","이규연의스포트라이트","3.048","20191219"
"12141","TV조선뉴스9","4.359","20191220"
"12142","금토드라마(초콜릿)","4.265","20191220"
"12143","현장르포특종세상","3.915","20191220"
"12144","보도본부핫라인","3.533","20191220"
"12145","시사쇼이것이정치다","3.262","20191220"
"12146","뉴스TOP10","3.192","20191220"
"12147","JTBC뉴스룸","3.107","20191220"
"12148","김진의돌직구쇼","2.940","20191220"
"12149","뉴스A","2.910","20191220"
"12150","모던패밀리","2.801","20191220"
"12151","TV조선뉴스9","4.359","20191220"
"12152","금토드라마(초콜릿)","4.265","20191220"
"12153","현장르포특종세상","3.915","20191220"
"12154","보도본부핫라인","3.533","20191220"
"12155","시사쇼이것이정치다","3.262","20191220"
"12156","뉴스TOP10","3.192","20191220"
"12157","JTBC뉴스룸","3.107","20191220"
"12158","김진의돌직구쇼","2.940","20191220"
"12159","뉴스A","2.910","20191220"
"12160","모던패밀리","2.801","20191220"
"12161","아는형님","4.992","20191221"
"12162","금토드라마(초콜릿)","4.230","20191221"
"12163","강적들","3.691","20191221"
"12164","속풀이쇼동치미","3.543","20191221"
"12165","모던패밀리","2.772","20191221"
"12166","TV조선뉴스7","2.728","20191221"
"12167","TVCHOSUN특별기획드라마(간택여인들의전쟁)","2.556","20191221"
"12168","MBN뉴스와이드","2.367","20191221"
"12169","JTBC뉴스룸","2.265","20191221"
"12170","당신이바로보이스퀸스페셜","2.148","20191221"
"12171","아는형님","4.992","20191221"
"12172","금토드라마(초콜릿)","4.230","20191221"
"12173","강적들","3.691","20191221"
"12174","속풀이쇼동치미","3.543","20191221"
"12175","모던패밀리","2.772","20191221"
"12176","TV조선뉴스7","2.728","20191221"
"12177","TVCHOSUN특별기획드라마(간택여인들의전쟁)","2.556","20191221"
"12178","MBN뉴스와이드","2.367","20191221"
"12179","JTBC뉴스룸","2.265","20191221"
"12180","당신이바로보이스퀸스페셜","2.148","20191221"
"12181","뭉쳐야찬다전설들의조기축구","6.290","20191222"
"12182","TVCHOSUN특별기획드라마(간택여인들의전쟁)","3.642","20191222"
"12183","당신이바로보이스퀸2부","3.377","20191222"
"12184","알토란","3.062","20191222"
"12185","이제만나러갑니다","3.019","20191222"
"12186","TV조선뉴스7","3.012","20191222"
"12187","모란봉클럽통일준비위원회","2.917","20191222"
"12188","내일은미스트롯특별판","2.766","20191222"
"12189","당신이바로보이스퀸1부","2.721","20191222"
"12190","MBN종합뉴스","2.636","20191222"
"12191","뭉쳐야찬다전설들의조기축구","6.290","20191222"
"12192","TVCHOSUN특별기획드라마(간택여인들의전쟁)","3.642","20191222"
"12193","당신이바로보이스퀸2부","3.377","20191222"
"12194","알토란","3.062","20191222"
"12195","이제만나러갑니다","3.019","20191222"
"12196","TV조선뉴스7","3.012","20191222"
"12197","모란봉클럽통일준비위원회","2.917","20191222"
"12198","내일은미스트롯특별판","2.766","20191222"
"12199","당신이바로보이스퀸1부","2.721","20191222"
"12200","MBN종합뉴스","2.636","20191222"
