"","제목","시청률","주차"
"737","뉴스현장","1.346","20180528"
"738","월화드라마(멈추고싶은순간어바웃타임)","1.338","20180528"
"739","인형의집","1.316","20180528"
"740","연합뉴스TV뉴스12","1.299","20180528"
"741","평균연령15세둥지탈출3","1.639","20180529"
"742","2018KBO리그","1.515","20180529"
"743","월화드라마(멈추고싶은순간어바웃타임)","1.491","20180529"
"744","무법변호사","1.476","20180529"
"745","연합뉴스TV뉴스13","1.460","20180529"
"746","뉴스N이슈","1.454","20180529"
"747","출발640","1.414","20180529"
"748","김선영의뉴스나이트","1.404","20180529"
"749","대한민국아침뉴스06","1.368","20180529"
"750","뇌섹시대문제적남자","1.332","20180529"
"751","평균연령15세둥지탈출3","1.639","20180529"
"752","2018KBO리그","1.515","20180529"
"753","월화드라마(멈추고싶은순간어바웃타임)","1.491","20180529"
"754","무법변호사","1.476","20180529"
"755","연합뉴스TV뉴스13","1.460","20180529"
"756","뉴스N이슈","1.454","20180529"
"757","출발640","1.414","20180529"
"758","김선영의뉴스나이트","1.404","20180529"
"759","대한민국아침뉴스06","1.368","20180529"
"760","뇌섹시대문제적남자","1.332","20180529"
"761","김선영의뉴스나이트","1.435","20180530"
"762","뉴스투나잇1부","1.432","20180530"
"763","뉴스N이슈","1.414","20180530"
"764","모닝와이","1.413","20180530"
"765","뉴스투나잇2부","1.388","20180530"
"766","대한민국아침뉴스06","1.371","20180530"
"767","정찬배의뉴스톡","1.278","20180530"
"768","건강하게만자라다오식량일기닭볶음탕편","1.242","20180530"
"769","2018KBO리그","1.229","20180530"
"770","어쩌다어른","1.222","20180530"
"771","김선영의뉴스나이트","1.435","20180530"
"772","뉴스투나잇1부","1.432","20180530"
"773","뉴스N이슈","1.414","20180530"
"774","모닝와이","1.413","20180530"
"775","뉴스투나잇2부","1.388","20180530"
"776","대한민국아침뉴스06","1.371","20180530"
"777","정찬배의뉴스톡","1.278","20180530"
"778","건강하게만자라다오식량일기닭볶음탕편","1.242","20180530"
"779","2018KBO리그","1.229","20180530"
"780","어쩌다어른","1.222","20180530"
"781","어서와한국은처음이지","2.968","20180531"
"782","인생술집","2.025","20180531"
"783","김선영의뉴스나이트","1.898","20180531"
"784","2018KBO리그","1.488","20180531"
"785","대한민국아침뉴스06","1.410","20180531"
"786","2018KBO리그","1.409","20180531"
"787","뉴스투나잇2부","1.394","20180531"
"788","모닝와이","1.386","20180531"
"789","뉴스투나잇1부","1.383","20180531"
"790","연합뉴스TV뉴스13","1.272","20180531"
"791","어서와한국은처음이지","2.968","20180531"
"792","인생술집","2.025","20180531"
"793","김선영의뉴스나이트","1.898","20180531"
"794","2018KBO리그","1.488","20180531"
"795","대한민국아침뉴스06","1.410","20180531"
"796","2018KBO리그","1.409","20180531"
"797","뉴스투나잇2부","1.394","20180531"
"798","모닝와이","1.386","20180531"
"799","뉴스투나잇1부","1.383","20180531"
"800","연합뉴스TV뉴스13","1.272","20180531"
"801","출발640","1.842","20180601"
"802","김선영의뉴스나이트","1.695","20180601"
"803","대한민국아침뉴스06","1.673","20180601"
"804","뉴스N이슈","1.637","20180601"
"805","2018KBO리그","1.538","20180601"
"806","모닝와이","1.491","20180601"
"807","뉴스현장","1.471","20180601"
"808","연합뉴스TV뉴스13","1.444","20180601"
"809","뉴스투나잇1부","1.436","20180601"
"810","자발적고립다큐숲속의작은집","1.411","20180601"
"811","출발640","1.842","20180601"
"812","김선영의뉴스나이트","1.695","20180601"
"813","대한민국아침뉴스06","1.673","20180601"
"814","뉴스N이슈","1.637","20180601"
"815","2018KBO리그","1.538","20180601"
"816","모닝와이","1.491","20180601"
"817","뉴스현장","1.471","20180601"
"818","연합뉴스TV뉴스13","1.444","20180601"
"819","뉴스투나잇1부","1.436","20180601"
"820","자발적고립다큐숲속의작은집","1.411","20180601"
"821","무법변호사","5.879","20180602"
"822","가성비갑럭셔리여행짠내투어","3.539","20180602"
"823","연합뉴스TV뉴스14","2.009","20180602"
"824","연합뉴스TV뉴스15","1.907","20180602"
"825","연합뉴스TV뉴스13","1.847","20180602"
"826","뉴스N이슈","1.839","20180602"
"827","대한민국아침뉴스06","1.706","20180602"
"828","뉴스특보612북미정상회담","1.704","20180602"
"829","연합뉴스TV뉴스16","1.680","20180602"
"830","뉴스특보612북미정상회담","1.654","20180602"
"831","무법변호사","5.879","20180602"
"832","가성비갑럭셔리여행짠내투어","3.539","20180602"
"833","연합뉴스TV뉴스14","2.009","20180602"
"834","연합뉴스TV뉴스15","1.907","20180602"
"835","연합뉴스TV뉴스13","1.847","20180602"
"836","뉴스N이슈","1.839","20180602"
"837","대한민국아침뉴스06","1.706","20180602"
"838","뉴스특보612북미정상회담","1.704","20180602"
"839","연합뉴스TV뉴스16","1.680","20180602"
"840","뉴스특보612북미정상회담","1.654","20180602"
"841","무법변호사","6.085","20180603"
"842","코미디빅리그","2.680","20180603"
"843","출발640","2.206","20180603"
"844","어쩌면오늘은선다방","2.161","20180603"
"845","명품리포트맥","1.917","20180603"
"846","대한민국아침뉴스07","1.910","20180603"
"847","2018KBO리그","1.894","20180603"
"848","연합뉴스TV뉴스14","1.881","20180603"
"849","뉴스1번지","1.705","20180603"
"850","미스터리관능스릴러미스트리스","1.642","20180603"
"851","무법변호사","6.085","20180603"
"852","코미디빅리그","2.680","20180603"
"853","출발640","2.206","20180603"
"854","어쩌면오늘은선다방","2.161","20180603"
"855","명품리포트맥","1.917","20180603"
"856","대한민국아침뉴스07","1.910","20180603"
"857","2018KBO리그","1.894","20180603"
"858","연합뉴스TV뉴스14","1.881","20180603"
"859","뉴스1번지","1.705","20180603"
"860","미스터리관능스릴러미스트리스","1.642","20180603"
"861","백종원의미식방랑기스트리트푸드파이터","1.726","20180604"
"862","무법변호사","1.651","20180604"
"863","김선영의뉴스나이트","1.564","20180604"
"864","월화드라마(멈추고싶은순간어바웃타임)","1.483","20180604"
"865","연합뉴스TV뉴스12","1.366","20180604"
"866","연합뉴스TV뉴스13","1.273","20180604"
"867","모닝와이","1.263","20180604"
"868","뉴스현장","1.192","20180604"
"869","뉴스N이슈","1.174","20180604"
"870","뉴스포커스","1.151","20180604"
"871","백종원의미식방랑기스트리트푸드파이터","1.726","20180604"
"872","무법변호사","1.651","20180604"
"873","김선영의뉴스나이트","1.564","20180604"
"874","월화드라마(멈추고싶은순간어바웃타임)","1.483","20180604"
"875","연합뉴스TV뉴스12","1.366","20180604"
"876","연합뉴스TV뉴스13","1.273","20180604"
"877","모닝와이","1.263","20180604"
"878","뉴스현장","1.192","20180604"
"879","뉴스N이슈","1.174","20180604"
"880","뉴스포커스","1.151","20180604"
"881","뇌섹시대문제적남자","2.121","20180605"
"882","2018FIVB여자발리볼네이션스리그","1.667","20180605"
"883","월화드라마(멈추고싶은순간어바웃타임)","1.652","20180605"
"884","2018KBO리그","1.529","20180605"
"885","대한민국아침뉴스06","1.525","20180605"
"886","OTVN전무후무한특종랭킹프리한19","1.473","20180605"
"887","뉴스N이슈","1.399","20180605"
"888","평균연령15세둥지탈출3","1.352","20180605"
"889","김선영의뉴스나이트","1.346","20180605"
"890","2018KBO리그","1.307","20180605"
"891","뇌섹시대문제적남자","2.121","20180605"
"892","2018FIVB여자발리볼네이션스리그","1.667","20180605"
"893","월화드라마(멈추고싶은순간어바웃타임)","1.652","20180605"
"894","2018KBO리그","1.529","20180605"
"895","대한민국아침뉴스06","1.525","20180605"
